outage_id,feeder_id,region_id,asset_id,outage_start,outage_end,duration_minutes,customers_interrupted,critical_customers_interrupted,cause_category,saidi_minutes,saifi_count,crew_response_minutes,restoration_notes
OUT-0000152,FDR-TSV-0076,REG-TSV,AST-TSV-POL-004039,2024-03-06T11:18,2024-03-06T14:03,165,491,11,vegetation,67.63,0.4098,66,Restoration delayed by access issues.
OUT-0000153,FDR-TSV-0073,REG-TSV,,2023-12-01T19:08,2023-12-01T23:14,246,417,8,flood,104.25,0.4238,70,Helicopter inspection required.
OUT-0000154,FDR-TSV-0079,REG-TSV,,2023-08-01T04:38,2023-08-01T09:33,295,139,5,vegetation,107.34,0.3639,79,Helicopter inspection required.
OUT-0000155,FDR--RW-0113,REG-RW,,2023-12-22T03:31,2023-12-22T10:50,439,2,1,unknown,43.9,0.1,110,Restoration delayed by access issues.
OUT-0000156,FDR-TSV-0070,REG-TSV,,2026-05-07T19:11,2026-05-08T00:57,346,121,3,flood,124.23,0.3591,82,Helicopter inspection required.
OUT-0000157,FDR-TSV-0081,REG-TSV,AST-TSV-POL-004371,2025-02-01T10:13,2025-02-01T12:31,138,196,11,equipment_failure,23.5,0.1703,62,Switched to alternate feeder during restoration.
OUT-0000158,FDR-CQI-0106,REG-CQI,,2025-07-03T03:15,2025-07-03T08:14,299,134,4,flood,78.41,0.2622,52,Crew rerouted via alternate access track.
OUT-0000159,FDR-MKY-0044,REG-MKY,,2024-09-28T17:37,2024-09-28T20:41,184,361,4,equipment_failure,100.34,0.5453,43,Restoration delayed by access issues.
OUT-0000160,FDR-MKY-0058,REG-MKY,,2024-07-13T05:34,2024-07-13T08:22,168,581,6,vegetation,117.88,0.7017,64,Vegetation contact confirmed at span.
OUT-0000161,FDR-TSV-0072,REG-TSV,AST-TSV-POL-003772,2025-05-20T04:43,2025-05-20T11:19,396,356,9,storm,120.49,0.3043,92,Lightning strike at substation transformer.
OUT-0000162,FDR-TSV-0072,REG-TSV,,2026-01-13T12:29,2026-01-13T16:46,257,435,7,unknown,95.55,0.3718,73,Helicopter inspection required.
OUT-0000163,FDR-MKY-0047,REG-MKY,AST-MKY-POL-002437,2024-05-07T15:52,2024-05-07T19:26,214,604,6,vegetation,101.14,0.4726,86,Helicopter inspection required.
OUT-0000164,FDR-MKY-0054,REG-MKY,,2024-02-21T11:35,2024-02-21T16:11,276,110,1,storm,103.27,0.3741,86,Helicopter inspection required.
OUT-0000165,FDR-SEQ-0038,REG-SEQ,AST-SEQ-POL-001969,2024-12-30T09:51,2024-12-30T13:00,189,1477,36,equipment_failure,124.79,0.6603,74,Helicopter inspection required.
OUT-0000166,FDR-MKY-0060,REG-MKY,,2023-10-01T15:24,2023-10-01T17:02,98,265,0,storm,56.33,0.5748,62,Storm cell passed through feeder.
OUT-0000167,FDR-MKY-0052,REG-MKY,AST-MKY-POL-002677,2026-03-27T01:04,2026-03-27T04:18,194,158,2,vegetation,124.6,0.6423,75,Lightning strike at substation transformer.
OUT-0000168,FDR-TSV-0075,REG-TSV,,2024-07-19T02:48,2024-07-19T05:18,150,1,1,lightning,0.6,0.004,78,Vegetation contact confirmed at span.
OUT-0000169,FDR-SEQ-0037,REG-SEQ,AST-SEQ-POL-001914,2024-03-11T02:10,2024-03-11T05:18,188,525,23,flood,63.27,0.3365,67,Restoration delayed by access issues.
OUT-0000170,FDR-TSV-0084,REG-TSV,AST-TSV-POL-004552,2025-05-01T11:15,2025-05-01T12:42,87,120,7,flood,11.38,0.1309,71,Storm cell passed through feeder.
OUT-0000171,FDR-TSV-0065,REG-TSV,AST-TSV-SWI-003319,2025-10-03T10:44,2025-10-03T15:26,282,42,2,lightning,61.37,0.2176,101,Vegetation contact confirmed at span.
OUT-0000172,FDR-TSV-0084,REG-TSV,AST-TSV-POL-004595,2024-06-12T22:48,2024-06-13T03:37,289,638,7,vehicle_impact,201.07,0.6957,78,Storm cell passed through feeder.
OUT-0000173,FDR-SEQ-0010,REG-SEQ,,2025-04-13T15:36,2025-04-13T18:13,157,697,24,vegetation,66.08,0.4209,46,Vegetation contact confirmed at span.
OUT-0000174,FDR-MKY-0061,REG-MKY,,2026-02-05T19:56,2026-02-05T23:28,212,404,2,vegetation,109.38,0.516,102,Lightning strike at substation transformer.
OUT-0000175,FDR-TSV-0065,REG-TSV,AST-TSV-SEC-003326,2023-06-01T03:01,2023-06-01T05:51,170,112,1,planned,98.65,0.5803,102,Lightning strike at substation transformer.
OUT-0000176,FDR-MKY-0044,REG-MKY,,2023-11-02T02:16,2023-11-02T05:55,219,231,3,unknown,76.42,0.3489,103,Crew rerouted via alternate access track.
OUT-0000177,FDR-MKY-0063,REG-MKY,,2025-05-19T04:04,2025-05-19T06:02,118,589,8,equipment_failure,72.7,0.6161,51,Restoration delayed by access issues.
OUT-0000178,FDR-MKY-0057,REG-MKY,,2023-11-19T12:58,2023-11-19T19:02,364,519,8,storm,198.03,0.544,95,Helicopter inspection required.
OUT-0000179,FDR-SEQ-0018,REG-SEQ,AST-SEQ-TRA-001007,2024-05-14T19:06,2024-05-14T21:37,151,824,29,storm,69.32,0.4591,42,Crew rerouted via alternate access track.
OUT-0000180,FDR-TSV-0075,REG-TSV,AST-TSV-RIN-003979,2025-10-13T20:32,2025-10-14T02:39,367,151,0,storm,219.91,0.5992,61,Lightning strike at substation transformer.
OUT-0000181,FDR-MKY-0047,REG-MKY,AST-MKY-SWI-002491,2023-10-04T16:23,2023-10-04T18:59,156,233,7,equipment_failure,28.44,0.1823,89,Crew rerouted via alternate access track.
OUT-0000182,FDR-TSV-0066,REG-TSV,AST-TSV-TRA-003455,2024-02-16T13:10,2024-02-16T17:38,268,818,11,planned,155.48,0.5801,102,Switched to alternate feeder during restoration.
OUT-0000183,FDR--RW-0109,REG-RW,AST--RW-POL-006195,2023-09-16T07:54,2023-09-16T13:01,307,88,0,vegetation,103.91,0.3385,101,Lightning strike at substation transformer.
OUT-0000184,FDR-TSV-0083,REG-TSV,AST-TSV-POL-004503,2024-04-08T12:59,2024-04-08T19:16,377,203,1,vegetation,174.73,0.4635,79,Helicopter inspection required.
OUT-0000185,FDR-MKY-0048,REG-MKY,AST-MKY-POL-002522,2026-01-18T04:23,2026-01-18T09:01,278,76,1,flood,122.84,0.4419,58,Lightning strike at substation transformer.
OUT-0000186,FDR-TSV-0077,REG-TSV,,2026-04-04T07:26,2026-04-04T09:38,132,218,9,vegetation,25.4,0.1924,79,Crew rerouted via alternate access track.
OUT-0000187,FDR-SEQ-0042,REG-SEQ,AST-SEQ-TRA-002173,2024-05-15T14:22,2024-05-15T14:27,5,1002,28,lightning,2.88,0.5759,69,Helicopter inspection required.
OUT-0000188,FDR-MKY-0056,REG-MKY,AST-MKY-TRA-002844,2023-07-09T17:02,2023-07-09T19:31,149,557,10,vegetation,65.45,0.4393,73,Restoration delayed by access issues.
OUT-0000189,FDR-TSV-0081,REG-TSV,,2024-03-01T09:38,2024-03-01T12:09,151,558,7,equipment_failure,73.2,0.4848,75,Storm cell passed through feeder.
OUT-0000190,FDR-TSV-0088,REG-TSV,AST-TSV-CON-004847,2025-06-08T18:10,2025-06-08T22:10,240,56,2,vegetation,67.54,0.2814,53,Vegetation contact confirmed at span.
OUT-0000191,FDR-MKY-0049,REG-MKY,AST-MKY-POL-002574,2025-04-17T18:19,2025-04-17T21:16,177,150,0,equipment_failure,71.18,0.4021,64,Switched to alternate feeder during restoration.
OUT-0000192,FDR-MKY-0047,REG-MKY,AST-MKY-POL-002499,2026-01-05T19:02,2026-01-05T22:49,227,719,8,flood,127.71,0.5626,74,Switched to alternate feeder during restoration.
OUT-0000193,FDR-TSV-0075,REG-TSV,AST-TSV-CON-003934,2024-08-07T22:17,2024-08-07T23:36,79,175,4,equipment_failure,54.86,0.6944,85,Vegetation contact confirmed at span.
OUT-0000194,FDR-TSV-0068,REG-TSV,,2026-03-31T22:18,2026-04-01T00:51,153,22,5,vegetation,2.51,0.0164,73,Lightning strike at substation transformer.
OUT-0000195,FDR-TSV-0066,REG-TSV,AST-TSV-POL-003404,2024-05-01T14:51,2024-05-01T19:41,290,535,9,equipment_failure,110.04,0.3794,74,Storm cell passed through feeder.
OUT-0000196,FDR-MKY-0056,REG-MKY,AST-MKY-POL-002810,2025-08-27T03:19,2025-08-27T05:51,152,337,5,planned,40.4,0.2658,94,Crew rerouted via alternate access track.
OUT-0000197,FDR-MKY-0052,REG-MKY,AST-MKY-POL-002670,2025-08-08T08:55,2025-08-08T13:42,287,105,4,equipment_failure,122.5,0.4268,75,Switched to alternate feeder during restoration.
OUT-0000198,FDR-TSV-0071,REG-TSV,AST-TSV-CON-003732,2024-01-18T19:49,2024-01-19T01:32,343,115,5,storm,98.86,0.2882,59,Storm cell passed through feeder.
OUT-0000199,FDR-TSV-0071,REG-TSV,,2025-03-02T06:28,2025-03-02T09:47,199,202,6,equipment_failure,100.75,0.5063,85,Switched to alternate feeder during restoration.
OUT-0000200,FDR-MKY-0060,REG-MKY,AST-MKY-REC-003090,2023-11-28T02:15,2023-11-28T06:23,248,117,2,vehicle_impact,62.94,0.2538,64,Helicopter inspection required.
OUT-0000201,FDR-TSV-0085,REG-TSV,,2026-01-06T23:07,2026-01-07T03:15,248,1303,15,flood,178.73,0.7207,95,Vegetation contact confirmed at span.
OUT-0000202,FDR-MKY-0054,REG-MKY,,2025-08-25T09:57,2025-08-25T13:48,231,55,0,storm,43.21,0.1871,65,Vegetation contact confirmed at span.
OUT-0000203,FDR-MKY-0047,REG-MKY,AST-MKY-POL-002439,2023-09-26T02:09,2023-09-26T05:39,210,244,6,equipment_failure,40.09,0.1909,61,Helicopter inspection required.
OUT-0000204,FDR-TSV-0079,REG-TSV,AST-TSV-POL-004240,2025-09-01T02:15,2025-09-01T04:53,158,152,2,flood,62.87,0.3979,134,Restoration delayed by access issues.
OUT-0000205,FDR-CQI-0100,REG-CQI,AST-CQI-SWI-005632,2023-12-08T11:33,2023-12-08T15:59,266,89,1,vegetation,86.09,0.3236,74,Restoration delayed by access issues.
OUT-0000206,FDR-TSV-0075,REG-TSV,AST-TSV-TRA-003940,2023-08-04T00:01,2023-08-04T04:21,260,36,4,flood,37.14,0.1429,103,Restoration delayed by access issues.
OUT-0000207,FDR-SEQ-0002,REG-SEQ,AST-SEQ-POL-000079,2025-06-06T12:38,2025-06-06T14:48,130,59,2,storm,31.31,0.2408,70,Restoration delayed by access issues.
OUT-0000208,FDR-TSV-0075,REG-TSV,,2024-12-31T19:54,2025-01-01T01:13,319,151,3,planned,191.15,0.5992,127,Vegetation contact confirmed at span.
OUT-0000209,FDR-MKY-0052,REG-MKY,,2023-07-07T00:21,2023-07-07T04:43,262,116,3,flood,123.54,0.4715,77,Switched to alternate feeder during restoration.
OUT-0000210,FDR-MKY-0064,REG-MKY,AST-MKY-POL-003286,2024-04-11T03:30,2024-04-11T06:08,158,6,0,equipment_failure,47.4,0.3,85,Storm cell passed through feeder.
OUT-0000211,FDR-SEQ-0015,REG-SEQ,AST-SEQ-POL-000850,2023-08-27T01:03,2023-08-27T02:06,63,736,41,storm,17.19,0.2729,64,Restoration delayed by access issues.
OUT-0000212,FDR-MKY-0051,REG-MKY,AST-MKY-SEC-002652,2023-07-04T13:37,2023-07-04T14:34,57,188,5,lightning,21.56,0.3783,55,Helicopter inspection required.
OUT-0000213,FDR-TSV-0075,REG-TSV,,2023-11-23T03:21,2023-11-23T07:20,239,17,5,vehicle_impact,16.12,0.0675,61,Vegetation contact confirmed at span.
OUT-0000214,FDR-CQI-0090,REG-CQI,AST-CQI-POL-004964,2025-01-06T12:46,2025-01-06T17:37,291,293,11,vegetation,86.83,0.2984,59,Switched to alternate feeder during restoration.
OUT-0000215,FDR-MKY-0050,REG-MKY,,2023-12-10T12:26,2023-12-10T14:17,111,320,3,equipment_failure,70.62,0.6362,75,Vegetation contact confirmed at span.
OUT-0000216,FDR-TSV-0083,REG-TSV,,2025-04-20T18:07,2025-04-20T21:12,185,115,3,vehicle_impact,48.57,0.2626,104,Helicopter inspection required.
OUT-0000217,FDR-MKY-0060,REG-MKY,AST-MKY-POL-003079,2024-02-04T21:17,2024-02-05T02:25,308,268,1,lightning,179.05,0.5813,75,Storm cell passed through feeder.
OUT-0000218,FDR--RW-0110,REG-RW,,2026-01-19T11:03,2026-01-19T18:44,461,217,3,vehicle_impact,210.16,0.4559,138,Helicopter inspection required.
OUT-0000219,FDR-SEQ-0004,REG-SEQ,,2026-04-23T04:03,2026-04-23T05:35,92,458,35,storm,20.81,0.2262,19,Restoration delayed by access issues.
OUT-0000220,FDR-TSV-0065,REG-TSV,AST-TSV-POL-003306,2024-02-13T01:20,2024-02-13T03:40,140,93,5,vegetation,67.46,0.4819,68,Lightning strike at substation transformer.
OUT-0000221,FDR-TSV-0067,REG-TSV,AST-TSV-POL-003510,2024-07-16T09:11,2024-07-16T14:45,334,415,4,vegetation,199.73,0.598,131,Lightning strike at substation transformer.
OUT-0000222,FDR-MKY-0060,REG-MKY,,2023-06-04T14:09,2023-06-04T18:00,231,105,0,flood,52.61,0.2278,94,Helicopter inspection required.
OUT-0000223,FDR-TSV-0082,REG-TSV,AST-TSV-POL-004467,2026-01-26T04:44,2026-01-26T09:33,289,956,13,flood,165.14,0.5714,121,Helicopter inspection required.
OUT-0000224,FDR-TSV-0073,REG-TSV,,2025-06-08T06:45,2025-06-08T10:44,239,523,11,vegetation,127.03,0.5315,65,Storm cell passed through feeder.
OUT-0000225,FDR-MKY-0047,REG-MKY,,2025-07-03T12:18,2025-07-03T15:08,170,653,9,equipment_failure,86.86,0.511,55,Lightning strike at substation transformer.
OUT-0000226,FDR-MKY-0052,REG-MKY,AST-MKY-POL-002669,2024-07-26T23:43,2024-07-27T03:01,198,1,0,flood,0.8,0.0041,75,Restoration delayed by access issues.
OUT-0000227,FDR-MKY-0051,REG-MKY,AST-MKY-POL-002648,2024-07-11T21:14,2024-07-12T00:28,194,190,1,storm,74.16,0.3823,49,Crew rerouted via alternate access track.
OUT-0000228,FDR-MKY-0043,REG-MKY,AST-MKY-POL-002249,2023-08-27T12:33,2023-08-27T15:57,204,45,6,vegetation,8.51,0.0417,74,Storm cell passed through feeder.
OUT-0000229,FDR-MKY-0044,REG-MKY,AST-MKY-CON-002261,2023-08-12T08:42,2023-08-12T11:59,197,160,2,equipment_failure,47.61,0.2417,90,Lightning strike at substation transformer.
OUT-0000230,FDR-TSV-0070,REG-TSV,,2026-02-24T00:39,2026-02-24T05:45,306,166,3,vegetation,150.73,0.4926,56,Vegetation contact confirmed at span.
OUT-0000231,FDR-TSV-0072,REG-TSV,AST-TSV-POL-003822,2023-12-12T18:34,2023-12-12T22:18,224,165,8,flood,31.59,0.141,70,Helicopter inspection required.
OUT-0000232,FDR-TSV-0080,REG-TSV,,2023-11-12T08:54,2023-11-12T12:08,194,216,3,flood,89.35,0.4606,60,Vegetation contact confirmed at span.
OUT-0000233,FDR-TSV-0086,REG-TSV,AST-TSV-SWI-004752,2024-03-10T15:14,2024-03-10T18:06,172,837,8,flood,124.97,0.7266,99,Crew rerouted via alternate access track.
OUT-0000234,FDR-MKY-0057,REG-MKY,,2025-08-13T08:21,2025-08-13T12:03,222,504,7,vegetation,117.28,0.5283,46,Crew rerouted via alternate access track.
OUT-0000235,FDR-MKY-0043,REG-MKY,AST-MKY-POL-002230,2024-10-21T12:44,2024-10-21T16:14,210,455,7,storm,88.55,0.4217,83,Lightning strike at substation transformer.
OUT-0000236,FDR-TSV-0074,REG-TSV,AST-TSV-POL-003884,2023-07-03T16:05,2023-07-03T22:07,362,326,3,vegetation,218.14,0.6026,92,Vegetation contact confirmed at span.
OUT-0000237,FDR-TSV-0079,REG-TSV,AST-TSV-REC-004251,2024-06-13T01:53,2024-06-13T07:13,320,144,6,flood,120.63,0.377,47,Lightning strike at substation transformer.
OUT-0000238,FDR-MKY-0045,REG-MKY,,2025-05-10T03:48,2025-05-10T05:56,128,252,0,lightning,37.95,0.2965,73,Storm cell passed through feeder.
OUT-0000239,FDR-TSV-0083,REG-TSV,AST-TSV-POL-004502,2025-12-05T21:54,2025-12-06T02:06,252,222,6,vegetation,127.73,0.5068,69,Storm cell passed through feeder.
OUT-0000240,FDR-TSV-0069,REG-TSV,AST-TSV-POL-003602,2024-03-23T12:40,2024-03-23T15:13,153,36,3,vegetation,13.02,0.0851,102,Storm cell passed through feeder.
OUT-0000241,FDR-TSV-0075,REG-TSV,,2026-01-19T16:24,2026-01-19T18:46,142,132,2,planned,74.38,0.5238,63,Switched to alternate feeder during restoration.
OUT-0000242,FDR-CQI-0108,REG-CQI,,2025-10-18T03:13,2025-10-18T06:53,220,470,8,vegetation,120.37,0.5471,89,Storm cell passed through feeder.
OUT-0000243,FDR-CQI-0092,REG-CQI,AST-CQI-TRA-005081,2024-09-12T17:06,2024-09-12T22:20,314,184,4,vegetation,93.94,0.2992,63,Storm cell passed through feeder.
OUT-0000244,FDR-TSV-0072,REG-TSV,,2023-10-01T10:11,2023-10-01T15:29,318,144,3,equipment_failure,39.14,0.1231,109,Crew rerouted via alternate access track.
OUT-0000245,FDR--RW-0116,REG-RW,AST--RW-POL-006855,2024-02-03T13:02,2024-02-03T17:41,279,119,0,lightning,141.28,0.5064,92,Crew rerouted via alternate access track.
OUT-0000246,FDR-TSV-0080,REG-TSV,AST-TSV-POL-004268,2024-01-18T22:33,2024-01-19T05:49,436,291,4,equipment_failure,270.52,0.6205,116,Storm cell passed through feeder.
OUT-0000247,FDR-MKY-0043,REG-MKY,AST-MKY-POL-002197,2025-04-14T18:52,2025-04-14T23:58,306,590,6,vegetation,167.32,0.5468,75,Helicopter inspection required.
OUT-0000248,FDR-SEQ-0037,REG-SEQ,AST-SEQ-POL-001914,2025-05-18T19:26,2025-05-18T21:45,139,750,28,vegetation,66.83,0.4808,51,Switched to alternate feeder during restoration.
OUT-0000249,FDR-MKY-0048,REG-MKY,,2025-02-16T19:28,2025-02-16T23:22,234,19,0,lightning,25.85,0.1105,50,Helicopter inspection required.
OUT-0000250,FDR-MKY-0051,REG-MKY,AST-MKY-POL-002640,2026-04-30T09:29,2026-04-30T11:16,107,161,4,flood,34.66,0.3239,81,Restoration delayed by access issues.
OUT-0000251,FDR-TSV-0081,REG-TSV,,2024-10-10T21:05,2024-10-10T21:49,44,634,10,flood,24.24,0.5508,95,Lightning strike at substation transformer.
OUT-0000252,FDR-MKY-0051,REG-MKY,AST-MKY-POL-002627,2025-07-29T16:10,2025-07-29T22:08,358,258,0,flood,185.84,0.5191,67,Restoration delayed by access issues.
OUT-0000253,FDR-TSV-0086,REG-TSV,,2024-07-18T07:30,2024-07-18T10:09,159,663,7,planned,91.51,0.5755,50,Crew rerouted via alternate access track.
OUT-0000254,FDR-SEQ-0013,REG-SEQ,,2023-08-21T12:57,2023-08-21T15:22,145,553,30,equipment_failure,41.76,0.288,45,Vegetation contact confirmed at span.
OUT-0000255,FDR-MKY-0058,REG-MKY,,2023-08-02T07:10,2023-08-02T12:50,340,425,7,flood,174.52,0.5133,75,Crew rerouted via alternate access track.
OUT-0000256,FDR-TSV-0081,REG-TSV,AST-TSV-POL-004383,2025-05-02T14:40,2025-05-02T18:24,224,691,10,flood,134.48,0.6003,109,Vegetation contact confirmed at span.
OUT-0000257,FDR-MKY-0056,REG-MKY,AST-MKY-POL-002840,2025-03-14T17:31,2025-03-14T19:56,145,856,10,vegetation,97.89,0.6751,101,Restoration delayed by access issues.
OUT-0000258,FDR--RW-0115,REG-RW,AST--RW-POL-006732,2024-05-10T00:04,2024-05-10T06:43,399,63,4,equipment_failure,119.7,0.3,120,Helicopter inspection required.
OUT-0000259,FDR-MKY-0053,REG-MKY,,2026-05-12T17:41,2026-05-12T19:02,81,58,0,vegetation,21.95,0.271,87,Vegetation contact confirmed at span.
OUT-0000260,FDR-TSV-0071,REG-TSV,AST-TSV-CON-003732,2025-02-24T18:17,2025-02-24T18:49,32,28,0,vegetation,2.25,0.0702,104,Helicopter inspection required.
OUT-0000261,FDR-MKY-0056,REG-MKY,,2025-12-03T19:09,2025-12-03T22:26,197,914,9,flood,142.0,0.7208,31,Vegetation contact confirmed at span.
OUT-0000262,FDR-TSV-0078,REG-TSV,AST-TSV-SWI-004146,2024-07-05T22:44,2024-07-06T02:40,236,512,8,flood,96.67,0.4096,80,Storm cell passed through feeder.
OUT-0000263,FDR-MKY-0059,REG-MKY,AST-MKY-POL-003066,2025-11-02T17:06,2025-11-02T22:10,304,397,4,storm,152.19,0.5006,89,Lightning strike at substation transformer.
OUT-0000264,FDR-TSV-0072,REG-TSV,AST-TSV-CON-003813,2026-03-13T22:36,2026-03-14T00:27,111,492,9,flood,46.68,0.4205,77,Switched to alternate feeder during restoration.
OUT-0000265,FDR-MKY-0057,REG-MKY,,2024-12-08T00:05,2024-12-08T04:03,238,555,6,flood,138.46,0.5818,69,Crew rerouted via alternate access track.
OUT-0000266,FDR-TSV-0070,REG-TSV,AST-TSV-POL-003694,2024-12-02T06:06,2024-12-02T09:58,232,6,4,flood,4.13,0.0178,66,Restoration delayed by access issues.
OUT-0000267,FDR-MKY-0063,REG-MKY,,2023-08-11T02:23,2023-08-11T05:56,213,734,6,lightning,163.54,0.7678,33,Helicopter inspection required.
OUT-0000268,FDR-TSV-0081,REG-TSV,,2025-01-13T14:44,2025-01-13T18:58,254,509,7,equipment_failure,112.32,0.4422,93,Crew rerouted via alternate access track.
OUT-0000269,FDR-CQI-0105,REG-CQI,,2023-12-05T15:05,2023-12-05T17:07,122,265,10,storm,42.43,0.3478,76,Vegetation contact confirmed at span.
OUT-0000270,FDR-TSV-0067,REG-TSV,AST-TSV-POL-003469,2024-08-30T00:50,2024-08-30T04:55,245,311,7,lightning,109.79,0.4481,76,Helicopter inspection required.
OUT-0000271,FDR-TSV-0086,REG-TSV,AST-TSV-POL-004727,2023-06-04T18:08,2023-06-04T22:44,276,347,9,vegetation,83.14,0.3012,60,Storm cell passed through feeder.
OUT-0000272,FDR--RW-0127,REG-RW,AST--RW-POL-007839,2023-10-09T09:24,2023-10-09T14:08,284,97,0,flood,102.03,0.3593,131,Vegetation contact confirmed at span.
OUT-0000273,FDR-TSV-0082,REG-TSV,,2024-05-12T12:58,2024-05-12T16:56,238,1366,13,vegetation,194.33,0.8165,60,Switched to alternate feeder during restoration.
OUT-0000274,FDR-MKY-0059,REG-MKY,,2024-09-15T05:14,2024-09-15T06:09,55,250,6,flood,17.34,0.3153,48,Crew rerouted via alternate access track.
OUT-0000275,FDR-TSV-0077,REG-TSV,,2024-03-02T03:15,2024-03-02T06:01,166,782,10,storm,114.57,0.6902,104,Switched to alternate feeder during restoration.
OUT-0000276,FDR-TSV-0069,REG-TSV,AST-TSV-POL-003644,2026-02-15T15:20,2026-02-15T19:52,272,236,3,flood,151.75,0.5579,68,Storm cell passed through feeder.
OUT-0000277,FDR-TSV-0083,REG-TSV,AST-TSV-REC-004499,2025-06-15T14:14,2025-06-15T16:08,114,91,5,unknown,23.68,0.2078,119,Switched to alternate feeder during restoration.
OUT-0000278,FDR-TSV-0085,REG-TSV,AST-TSV-SWI-004636,2023-09-19T06:53,2023-09-19T09:19,146,909,10,lightning,73.4,0.5028,76,Restoration delayed by access issues.
OUT-0000279,FDR-TSV-0071,REG-TSV,,2026-02-18T08:32,2026-02-18T12:31,239,322,5,vegetation,192.88,0.807,69,Crew rerouted via alternate access track.
OUT-0000280,FDR-MKY-0052,REG-MKY,AST-MKY-POL-002666,2024-05-01T09:46,2024-05-01T15:30,344,138,0,lightning,192.98,0.561,72,Lightning strike at substation transformer.
OUT-0000281,FDR-MKY-0048,REG-MKY,AST-MKY-POL-002506,2026-03-21T21:02,2026-03-22T01:54,292,120,2,equipment_failure,203.72,0.6977,62,Switched to alternate feeder during restoration.
OUT-0000282,FDR-TSV-0069,REG-TSV,AST-TSV-TRA-003605,2025-03-14T07:38,2025-03-14T12:28,290,166,4,equipment_failure,113.81,0.3924,52,Lightning strike at substation transformer.
OUT-0000283,FDR-MKY-0064,REG-MKY,,2023-10-19T11:52,2023-10-19T14:48,176,15,0,vehicle_impact,132.0,0.75,90,Helicopter inspection required.
OUT-0000284,FDR-MKY-0062,REG-MKY,,2023-08-10T08:32,2023-08-10T11:20,168,71,3,storm,24.8,0.1476,79,Vegetation contact confirmed at span.
OUT-0000285,FDR-MKY-0050,REG-MKY,,2023-07-11T04:51,2023-07-11T08:41,230,322,1,equipment_failure,147.24,0.6402,86,Vegetation contact confirmed at span.
OUT-0000286,FDR-CQI-0094,REG-CQI,,2024-10-21T11:37,2024-10-21T16:57,320,100,4,lightning,61.42,0.1919,86,Helicopter inspection required.
OUT-0000287,FDR--RW-0109,REG-RW,AST--RW-POL-006216,2026-05-08T06:57,2026-05-08T12:18,321,178,2,equipment_failure,219.76,0.6846,140,Crew rerouted via alternate access track.
OUT-0000288,FDR-MKY-0050,REG-MKY,,2023-07-22T18:00,2023-07-22T23:34,334,204,5,vegetation,135.46,0.4056,92,Vegetation contact confirmed at span.
OUT-0000289,FDR-TSV-0086,REG-TSV,AST-TSV-POL-004733,2026-05-01T03:22,2026-05-01T08:09,287,923,8,equipment_failure,229.95,0.8012,81,Storm cell passed through feeder.
OUT-0000290,FDR-TSV-0079,REG-TSV,,2024-03-02T08:47,2024-03-02T11:04,137,87,5,vegetation,31.2,0.2277,135,Restoration delayed by access issues.
OUT-0000291,FDR-TSV-0068,REG-TSV,,2025-12-14T17:26,2025-12-14T21:52,266,1,1,equipment_failure,0.2,0.0007,67,Helicopter inspection required.
OUT-0000292,FDR-TSV-0074,REG-TSV,,2024-07-19T03:52,2024-07-19T06:45,173,333,3,vegetation,106.49,0.6155,46,Lightning strike at substation transformer.
