inspection_id,asset_id,inspection_date,inspection_type,inspector_team,condition_observed,defect_count,photo_count,document_id,recommended_action
INS-0000278,AST--RW-CON-007495,2026-04-22,routine,Crew C,good,0,6,,no_action
INS-0000279,AST--RW-POL-006977,2025-12-30,routine,Drone Team 2,good,2,8,,no_action
INS-0000280,AST--RW-POL-006667,2025-08-13,pole_test,Crew B,good,1,0,,no_action
INS-0000281,AST-TSV-POL-004404,2025-06-23,thermal,Drone Team 2,very_poor,2,8,,schedule_repair
INS-0000282,AST--RW-POL-007478,2026-03-19,thermal,Crew C,poor,3,1,,schedule_repair
INS-0000283,AST-TSV-POL-004318,2026-02-01,vegetation,Crew B,fair,2,7,,no_action
INS-0000284,AST-MKY-POL-003212,2025-09-22,routine,Drone Team 2,good,0,2,,no_action
INS-0000285,AST-TSV-POL-004702,2025-03-10,routine,Crew C,good,3,8,,schedule_inspection
INS-0000286,AST-CQI-SWI-005383,2025-12-27,pole_test,Drone Team 1,fair,3,7,,schedule_repair
INS-0000287,AST-CQI-SEC-004930,2026-01-19,drone,Crew C,good,0,3,,no_action
INS-0000288,AST-MKY-CON-003208,2026-02-26,vegetation,Crew C,fair,0,0,,no_action
INS-0000289,AST--RW-SEC-007587,2026-02-02,storm_follow_up,Drone Team 1,fair,2,8,,urgent_repair
INS-0000290,AST-TSV-SWI-003350,2025-11-07,storm_follow_up,Crew A,good,2,6,,schedule_inspection
INS-0000291,AST--RW-TRA-006469,2024-12-15,routine,Crew A,good,1,5,,no_action
INS-0000292,AST-TSV-POL-003607,2026-03-07,routine,Drone Team 1,good,0,3,,no_action
INS-0000293,AST-CQI-REC-005476,2025-06-01,pole_test,Crew B,good,4,7,,no_action
INS-0000294,AST--RW-POL-006827,2026-03-15,routine,Drone Team 2,good,3,2,,no_action
INS-0000295,AST-MKY-POL-003290,2025-03-27,vegetation,Drone Team 2,fair,3,5,,monitor
INS-0000296,AST-TSV-POL-004025,2026-02-13,routine,Drone Team 2,fair,2,5,,no_action
INS-0000297,AST-TSV-POL-003578,2025-03-20,vegetation,Drone Team 1,very_poor,1,3,,monitor
INS-0000298,AST--RW-TRA-007208,2025-03-22,routine,Drone Team 1,fair,1,2,,no_action
INS-0000299,AST-MKY-POL-003153,2025-03-01,pole_test,Crew B,fair,4,8,,monitor
INS-0000300,AST-MKY-POL-002769,2025-12-09,pole_test,Crew B,fair,3,7,,no_action
INS-0000301,AST-MKY-POL-002311,2025-09-16,routine,Crew B,good,3,1,,schedule_inspection
INS-0000302,AST-TSV-TRA-003509,2026-03-04,routine,Crew A,good,1,7,,no_action
INS-0000303,AST-SEQ-POL-001738,2025-07-16,routine,Crew A,good,0,3,,no_action
INS-0000304,AST-SEQ-POL-000628,2025-02-05,routine,Crew C,good,0,1,,no_action
INS-0000305,AST--RW-POL-006761,2026-05-04,thermal,Drone Team 2,fair,3,2,,no_action
INS-0000306,AST-SEQ-POL-002132,2025-10-14,routine,Drone Team 1,fair,4,7,,no_action
INS-0000307,AST--RW-TRA-007054,2026-04-30,routine,Drone Team 1,fair,1,3,,no_action
INS-0000308,AST-MKY-POL-002640,2026-02-26,storm_follow_up,Drone Team 1,very_poor,2,0,,monitor
INS-0000309,AST-SEQ-POL-000957,2026-01-03,routine,Drone Team 1,fair,2,6,,no_action
INS-0000310,AST-MKY-POL-002494,2025-11-17,drone,Crew A,good,2,3,,no_action
INS-0000311,AST--RW-POL-007937,2026-01-27,routine,Drone Team 2,good,3,7,,no_action
INS-0000312,AST-TSV-POL-004208,2025-11-23,routine,Crew C,poor,2,8,,urgent_repair
INS-0000313,AST-SEQ-POL-001502,2025-01-05,routine,Crew B,fair,1,1,,schedule_repair
INS-0000314,AST-TSV-SWI-004752,2025-03-13,routine,Crew B,good,4,6,,monitor
INS-0000315,AST-SEQ-TRA-000479,2025-06-13,pole_test,Crew A,fair,2,4,,no_action
INS-0000316,AST--RW-SWI-006447,2024-12-17,drone,Drone Team 2,fair,1,2,,no_action
INS-0000317,AST-SEQ-POL-001729,2026-01-03,routine,Crew B,good,1,2,,no_action
INS-0000318,AST-TSV-TRA-004778,2026-01-02,drone,Drone Team 2,good,1,0,,no_action
INS-0000319,AST--RW-POL-006770,2025-08-17,vegetation,Drone Team 2,fair,2,4,,no_action
INS-0000320,AST-SEQ-POL-001076,2025-02-18,drone,Crew C,fair,2,4,,no_action
INS-0000321,AST--RW-SWI-006870,2025-11-12,thermal,Crew C,fair,0,1,,no_action
INS-0000322,AST-SEQ-POL-000703,2025-02-07,routine,Drone Team 1,good,0,5,,no_action
INS-0000323,AST-MKY-POL-003065,2025-05-29,vegetation,Crew A,good,0,6,,no_action
INS-0000324,AST-SEQ-POL-001125,2025-09-15,routine,Crew B,good,2,0,,monitor
INS-0000325,AST-MKY-POL-002401,2025-03-11,vegetation,Crew C,very_poor,3,3,,schedule_inspection
INS-0000326,AST-SEQ-POL-001075,2025-06-05,vegetation,Crew A,fair,1,0,,no_action
INS-0000327,AST--RW-POL-006788,2025-12-09,routine,Crew A,good,1,4,,no_action
INS-0000328,AST-TSV-RIN-003590,2024-12-17,routine,Crew A,good,0,7,,no_action
INS-0000329,AST-CQI-SWI-005738,2024-12-02,routine,Drone Team 2,fair,1,0,,no_action
INS-0000330,AST-MKY-SEC-002374,2026-05-11,vegetation,Drone Team 2,good,2,1,,no_action
INS-0000331,AST--RW-TRA-007500,2025-10-04,routine,Drone Team 1,good,3,3,,monitor
INS-0000332,AST-SEQ-POL-001922,2025-03-25,drone,Crew A,good,3,7,,no_action
INS-0000333,AST-SEQ-POL-000343,2025-01-15,thermal,Drone Team 2,fair,2,0,,no_action
INS-0000334,AST-SEQ-POL-000222,2025-11-24,vegetation,Drone Team 1,good,0,5,,no_action
INS-0000335,AST--RW-POL-007518,2025-07-20,routine,Crew A,good,3,0,,no_action
INS-0000336,AST-MKY-TRA-003259,2025-09-24,drone,Drone Team 2,good,6,1,,schedule_inspection
INS-0000337,AST-TSV-POL-003965,2025-01-02,storm_follow_up,Drone Team 1,good,3,6,,schedule_repair
INS-0000338,AST-TSV-TRA-003346,2025-05-25,drone,Crew B,fair,2,2,,schedule_inspection
INS-0000339,AST-TSV-POL-004715,2026-02-06,vegetation,Drone Team 2,good,0,1,,no_action
INS-0000340,AST-MKY-SWI-003111,2025-08-29,routine,Crew A,poor,2,2,,schedule_inspection
INS-0000341,AST-MKY-CON-002564,2026-05-13,routine,Drone Team 2,good,2,1,,urgent_repair
INS-0000342,AST-MKY-POL-003277,2026-02-06,vegetation,Crew A,fair,3,5,,monitor
INS-0000343,AST-TSV-POL-004686,2025-06-21,vegetation,Drone Team 2,good,0,5,,no_action
INS-0000344,AST--RW-POL-007496,2025-06-11,routine,Drone Team 1,poor,1,8,,schedule_repair
INS-0000345,AST-SEQ-POL-000219,2026-01-04,routine,Crew B,fair,3,5,,no_action
INS-0000346,AST-MKY-POL-002607,2025-07-12,routine,Crew C,good,2,7,,no_action
INS-0000347,AST-TSV-REC-004576,2025-04-24,routine,Drone Team 1,good,4,4,,schedule_inspection
INS-0000348,AST-TSV-SWI-004313,2025-04-07,pole_test,Drone Team 1,good,2,6,,urgent_repair
INS-0000349,AST-TSV-TRA-004461,2025-10-10,storm_follow_up,Drone Team 2,fair,3,3,,no_action
INS-0000350,AST--RW-REC-007438,2026-02-27,routine,Crew A,good,0,4,,no_action
INS-0000351,AST-SEQ-CON-002026,2025-11-12,routine,Crew C,good,2,2,,monitor
INS-0000352,AST--RW-TRA-006931,2026-05-11,routine,Crew A,fair,2,0,,no_action
INS-0000353,AST--RW-POL-007022,2025-09-15,routine,Drone Team 1,good,3,6,,no_action
INS-0000354,AST--RW-POL-007507,2025-05-24,thermal,Crew C,fair,1,7,,schedule_inspection
INS-0000355,AST--RW-TRA-007249,2026-03-31,routine,Drone Team 1,good,0,1,,no_action
INS-0000356,AST--RW-CON-006982,2025-11-16,routine,Drone Team 1,fair,2,4,,no_action
INS-0000357,AST-TSV-CON-004792,2026-02-02,routine,Drone Team 2,fair,1,6,,no_action
INS-0000358,AST-TSV-POL-003997,2024-12-08,thermal,Crew C,good,1,2,,no_action
INS-0000359,AST-TSV-POL-003871,2024-12-24,storm_follow_up,Crew B,good,0,1,,no_action
INS-0000360,AST-SEQ-POL-000684,2025-10-23,vegetation,Crew B,fair,2,6,,schedule_inspection
INS-0000361,AST-TSV-POL-004613,2024-12-19,routine,Crew B,good,1,0,,no_action
INS-0000362,AST-MKY-POL-003096,2025-03-03,vegetation,Drone Team 2,good,0,0,,no_action
INS-0000363,AST--RW-POL-006522,2025-09-03,vegetation,Crew A,good,0,7,,no_action
INS-0000364,AST-CQI-POL-006050,2025-05-03,drone,Crew B,good,1,4,,no_action
INS-0000365,AST-CQI-POL-004963,2026-02-12,vegetation,Drone Team 1,fair,1,1,,no_action
INS-0000366,AST-TSV-POL-003358,2026-04-14,thermal,Crew A,good,2,4,,schedule_repair
INS-0000367,AST-SEQ-POL-001974,2025-07-05,routine,Crew A,good,3,6,,urgent_repair
INS-0000368,AST--RW-SWI-006314,2026-03-16,vegetation,Crew B,good,3,3,,no_action
INS-0000369,AST-TSV-POL-004387,2025-10-10,drone,Crew B,good,3,8,,schedule_inspection
INS-0000370,AST-MKY-POL-002939,2025-08-30,routine,Drone Team 2,fair,2,0,,monitor
INS-0000371,AST-SEQ-POL-000619,2026-03-15,routine,Crew B,fair,1,5,,no_action
INS-0000372,AST-TSV-POL-004032,2024-12-23,routine,Drone Team 2,fair,1,2,,no_action
INS-0000373,AST-TSV-POL-004495,2025-12-13,storm_follow_up,Crew B,good,2,6,,no_action
INS-0000374,AST--RW-POL-007417,2026-01-20,routine,Crew A,good,3,4,,no_action
INS-0000375,AST-SEQ-RIN-002020,2025-08-04,routine,Drone Team 2,fair,2,5,,urgent_repair
INS-0000376,AST-MKY-POL-002297,2025-12-25,drone,Crew C,fair,1,7,,no_action
INS-0000377,AST-MKY-POL-002876,2025-03-03,routine,Crew C,very_poor,2,4,,schedule_repair
INS-0000378,AST-TSV-POL-003401,2025-07-01,storm_follow_up,Crew C,fair,1,4,,no_action
INS-0000379,AST--RW-POL-006905,2025-05-11,drone,Drone Team 2,good,1,6,,no_action
INS-0000380,AST--RW-POL-006708,2025-05-04,routine,Crew C,good,1,5,,urgent_repair
INS-0000381,AST-SEQ-TRA-001714,2024-12-14,drone,Crew B,poor,2,2,,monitor
INS-0000382,AST-SEQ-POL-000316,2025-11-13,drone,Crew C,good,1,0,,no_action
INS-0000383,AST-CQI-POL-005071,2025-03-16,thermal,Drone Team 1,good,1,3,,no_action
INS-0000384,AST-SEQ-POL-001169,2025-04-05,routine,Crew A,very_poor,1,8,,schedule_inspection
INS-0000385,AST-SEQ-POL-001525,2025-09-20,storm_follow_up,Drone Team 1,poor,2,1,,schedule_inspection
INS-0000386,AST-SEQ-TRA-000237,2024-12-10,drone,Crew A,fair,1,4,,no_action
INS-0000387,AST-SEQ-SWI-001977,2025-11-19,routine,Drone Team 1,good,1,8,,no_action
INS-0000388,AST--RW-POL-007782,2025-11-23,vegetation,Crew C,good,1,4,,urgent_repair
INS-0000389,AST--RW-POL-006466,2026-04-19,storm_follow_up,Crew C,good,1,2,,no_action
INS-0000390,AST--RW-POL-007118,2024-12-18,vegetation,Drone Team 2,fair,2,0,,no_action
INS-0000391,AST-TSV-POL-004044,2025-08-07,routine,Crew B,good,2,0,,no_action
INS-0000392,AST-MKY-TRA-002948,2025-04-03,routine,Crew A,very_poor,2,8,,schedule_inspection
INS-0000393,AST-SEQ-POL-001944,2026-04-18,routine,Crew B,good,2,6,,no_action
INS-0000394,AST-CQI-POL-005225,2025-04-05,thermal,Crew A,good,0,8,,no_action
INS-0000395,AST--RW-POL-006810,2025-09-10,vegetation,Drone Team 2,fair,3,5,,schedule_inspection
INS-0000396,AST-TSV-TRA-004339,2025-09-04,pole_test,Crew B,good,2,3,,no_action
INS-0000397,AST-TSV-TRA-004496,2026-04-13,routine,Crew C,good,1,2,,no_action
INS-0000398,AST--RW-POL-007258,2026-03-17,vegetation,Drone Team 1,fair,1,5,,no_action
INS-0000399,AST-SEQ-POL-001676,2025-06-17,routine,Drone Team 2,good,0,8,,no_action
INS-0000400,AST-TSV-POL-003977,2025-08-11,storm_follow_up,Drone Team 1,fair,3,0,,urgent_repair
INS-0000401,AST-TSV-POL-004777,2025-12-30,routine,Crew A,good,1,2,,no_action
INS-0000402,AST-TSV-TRA-004459,2026-03-27,storm_follow_up,Drone Team 1,good,3,5,,no_action
INS-0000403,AST-CQI-POL-005942,2025-09-05,routine,Crew B,fair,1,4,,no_action
INS-0000404,AST-TSV-POL-003659,2025-06-04,vegetation,Crew B,fair,0,4,,no_action
INS-0000405,AST-SEQ-CON-000793,2026-03-27,thermal,Drone Team 1,good,1,4,,no_action
INS-0000406,AST--RW-POL-007145,2025-05-07,routine,Crew A,fair,1,4,,no_action
INS-0000407,AST-MKY-SWI-002291,2026-03-18,vegetation,Drone Team 1,fair,0,7,,no_action
INS-0000408,AST-TSV-POL-003787,2025-02-15,routine,Drone Team 2,poor,1,2,,schedule_inspection
INS-0000409,AST--RW-SEC-006793,2026-02-05,vegetation,Drone Team 2,fair,2,5,,monitor
INS-0000410,AST-TSV-SWI-004090,2025-11-23,vegetation,Crew B,fair,4,2,,monitor
INS-0000411,AST-SEQ-CON-000863,2026-01-26,pole_test,Crew A,good,0,7,,no_action
INS-0000412,AST-TSV-POL-003811,2025-08-27,routine,Crew C,very_poor,2,5,,schedule_repair
INS-0000413,AST-SEQ-POL-002042,2024-11-28,routine,Crew B,fair,3,8,,no_action
INS-0000414,AST--RW-RIN-006884,2025-10-27,drone,Crew B,fair,2,0,,schedule_inspection
INS-0000415,AST-SEQ-SWI-001478,2026-02-15,routine,Drone Team 1,poor,3,3,,schedule_inspection
INS-0000416,AST--RW-POL-007817,2025-03-17,routine,Drone Team 1,very_poor,4,8,,schedule_repair
INS-0000417,AST-MKY-POL-002275,2025-08-12,vegetation,Crew A,fair,0,7,,no_action
INS-0000418,AST-TSV-TRA-004778,2025-12-21,routine,Crew A,good,1,0,,no_action
INS-0000419,AST--RW-RIN-007570,2025-05-19,routine,Crew B,good,2,7,,no_action
INS-0000420,AST-CQI-TRA-005246,2025-11-27,thermal,Crew B,fair,0,3,,no_action
INS-0000421,AST-TSV-REC-003550,2024-12-27,routine,Crew A,good,2,3,,no_action
INS-0000422,AST-MKY-TRA-003288,2026-03-02,drone,Crew B,very_poor,4,6,,urgent_repair
INS-0000423,AST-MKY-POL-002483,2026-02-07,routine,Crew B,fair,1,0,,no_action
INS-0000424,AST-TSV-POL-003665,2026-03-28,vegetation,Crew B,good,0,6,,no_action
INS-0000425,AST-SEQ-POL-000426,2025-07-22,drone,Crew B,fair,0,5,,no_action
INS-0000426,AST-MKY-POL-002708,2025-10-30,routine,Drone Team 1,poor,4,4,,urgent_repair
INS-0000427,AST-SEQ-SEC-001520,2025-03-07,routine,Drone Team 1,fair,1,4,,no_action
INS-0000428,AST-MKY-POL-002297,2025-03-08,routine,Crew C,poor,1,6,,urgent_repair
INS-0000429,AST--RW-SEC-007133,2025-05-22,drone,Crew B,very_poor,1,8,,monitor
INS-0000430,AST-CQI-POL-005786,2025-03-08,pole_test,Drone Team 2,fair,1,1,,no_action
INS-0000431,AST--RW-TRA-007698,2025-10-07,routine,Drone Team 1,fair,2,2,,no_action
INS-0000432,AST-MKY-SWI-002277,2025-07-11,routine,Drone Team 2,good,0,7,,no_action
INS-0000433,AST--RW-POL-007697,2025-06-13,routine,Drone Team 2,fair,1,8,,no_action
INS-0000434,AST-MKY-POL-003045,2025-09-17,drone,Drone Team 2,fair,1,5,,monitor
INS-0000435,AST-TSV-POL-004783,2025-05-25,routine,Crew A,fair,0,5,,no_action
INS-0000436,AST-CQI-SWI-005849,2026-04-24,vegetation,Drone Team 2,good,3,5,,schedule_inspection
INS-0000437,AST-MKY-POL-002572,2025-12-21,thermal,Drone Team 2,fair,1,0,,no_action
INS-0000438,AST-SEQ-POL-001824,2025-08-02,drone,Crew C,good,3,6,,schedule_inspection
INS-0000439,AST--RW-POL-007259,2025-07-31,vegetation,Drone Team 2,good,2,1,,no_action
INS-0000440,AST-MKY-POL-002753,2025-08-26,routine,Crew C,good,5,3,,no_action
INS-0000441,AST-TSV-TRA-003642,2025-11-18,routine,Drone Team 2,fair,1,0,,no_action
INS-0000442,AST--RW-POL-006718,2025-03-07,routine,Drone Team 2,fair,0,3,,no_action
INS-0000443,AST--RW-TRA-006131,2025-05-24,drone,Drone Team 2,good,1,3,,no_action
INS-0000444,AST-SEQ-POL-001715,2025-05-19,routine,Crew A,good,3,0,,urgent_repair
INS-0000445,AST-TSV-POL-003925,2025-06-14,routine,Crew A,good,3,3,,monitor
INS-0000446,AST--RW-REC-007489,2025-05-27,storm_follow_up,Crew B,good,2,1,,monitor
INS-0000447,AST-CQI-POL-005005,2026-01-21,routine,Drone Team 2,poor,2,1,,schedule_repair
INS-0000448,AST-SEQ-POL-000564,2025-03-25,drone,Drone Team 2,very_poor,3,4,,schedule_repair
INS-0000449,AST-MKY-POL-003147,2026-01-22,drone,Crew A,fair,1,3,,schedule_repair
INS-0000450,AST-MKY-SEC-002481,2025-03-18,pole_test,Drone Team 1,good,3,0,,no_action
INS-0000451,AST-CQI-TRA-005490,2025-06-01,routine,Drone Team 1,good,1,2,,no_action
INS-0000452,AST-TSV-POL-003988,2026-01-28,storm_follow_up,Crew B,good,3,7,,no_action
INS-0000453,AST-MKY-TRA-003161,2026-05-13,routine,Crew A,fair,1,3,,urgent_repair
INS-0000454,AST-CQI-POL-005173,2025-06-05,routine,Drone Team 2,good,2,3,,no_action
INS-0000455,AST-TSV-CON-003934,2025-02-08,drone,Drone Team 2,good,1,6,,monitor
INS-0000456,AST--RW-SWI-007716,2025-12-24,drone,Drone Team 1,fair,3,1,,no_action
INS-0000457,AST-MKY-SEC-003175,2025-09-01,drone,Drone Team 2,good,3,7,,schedule_inspection
INS-0000458,AST--RW-SEC-006848,2025-04-12,drone,Crew B,good,0,3,,no_action
INS-0000459,AST--RW-POL-007333,2026-02-22,drone,Drone Team 2,fair,3,5,,no_action
INS-0000460,AST-SEQ-TRA-001273,2026-01-13,routine,Drone Team 1,fair,1,5,,no_action
INS-0000461,AST-TSV-POL-004426,2025-10-21,routine,Drone Team 1,good,0,2,,no_action
INS-0000462,AST-SEQ-CON-000945,2025-04-10,routine,Crew C,fair,1,1,,no_action
INS-0000463,AST--RW-POL-006885,2025-10-26,routine,Drone Team 1,good,3,7,,no_action
INS-0000464,AST-CQI-POL-005469,2026-03-15,drone,Crew B,good,0,5,,no_action
INS-0000465,AST--RW-POL-007875,2025-12-18,drone,Crew C,fair,0,6,,no_action
INS-0000466,AST-SEQ-TRA-001596,2026-02-21,routine,Drone Team 1,fair,0,2,,no_action
INS-0000467,AST-TSV-POL-004404,2025-10-07,pole_test,Drone Team 1,fair,1,4,,no_action
INS-0000468,AST-CQI-POL-005413,2025-12-11,pole_test,Crew B,poor,3,0,,schedule_repair
INS-0000469,AST--RW-POL-006582,2025-06-01,routine,Crew A,very_poor,2,3,,monitor
INS-0000470,AST--RW-CON-006699,2025-01-13,storm_follow_up,Drone Team 1,good,2,2,,no_action
INS-0000471,AST-MKY-CON-002841,2025-01-31,routine,Crew C,good,0,7,,no_action
INS-0000472,AST--RW-POL-007199,2024-11-29,drone,Crew B,good,2,2,,schedule_inspection
INS-0000473,AST-CQI-TRA-005729,2025-01-10,drone,Crew C,poor,2,6,,monitor
INS-0000474,AST-CQI-POL-005739,2026-01-24,thermal,Crew A,good,1,0,,no_action
INS-0000475,AST-SEQ-POL-000429,2026-01-18,routine,Drone Team 2,fair,1,5,,no_action
INS-0000476,AST-MKY-REC-002969,2025-11-01,vegetation,Drone Team 2,good,5,0,,schedule_repair
INS-0000477,AST-CQI-POL-004958,2025-03-24,routine,Crew C,good,0,8,,no_action
INS-0000478,AST-CQI-POL-006086,2025-08-08,routine,Crew A,very_poor,3,4,,urgent_repair
INS-0000479,AST-SEQ-POL-000892,2025-05-13,routine,Drone Team 1,fair,1,2,,schedule_repair
INS-0000480,AST-CQI-POL-005494,2025-01-20,routine,Drone Team 1,fair,1,8,,no_action
INS-0000481,AST-MKY-POL-002525,2025-11-05,routine,Crew C,good,1,2,,no_action
INS-0000482,AST--RW-POL-007852,2025-06-30,drone,Crew C,fair,3,4,,no_action
INS-0000483,AST-CQI-POL-005062,2026-02-20,pole_test,Crew C,good,1,5,,no_action
INS-0000484,AST-MKY-POL-003022,2025-01-07,routine,Crew C,good,1,1,,no_action
INS-0000485,AST-TSV-POL-004397,2025-03-05,storm_follow_up,Crew A,good,4,3,,schedule_repair
INS-0000486,AST-MKY-POL-002645,2025-10-10,drone,Crew B,good,1,2,,no_action
INS-0000487,AST-MKY-SWI-003128,2025-12-05,drone,Crew B,fair,1,4,,no_action
INS-0000488,AST-SEQ-POL-001603,2026-03-08,routine,Drone Team 1,good,0,4,,no_action
INS-0000489,AST-TSV-TRA-004289,2025-06-24,routine,Crew A,fair,1,8,,no_action
INS-0000490,AST-MKY-TRA-002431,2025-10-04,routine,Crew C,very_poor,1,0,,urgent_repair
INS-0000491,AST-SEQ-POL-001262,2026-02-16,storm_follow_up,Crew B,good,3,2,,no_action
INS-0000492,AST--RW-POL-007417,2026-02-07,routine,Crew A,fair,1,7,,no_action
INS-0000493,AST--RW-POL-007060,2025-04-07,vegetation,Crew A,fair,1,4,,schedule_inspection
INS-0000494,AST--RW-SWI-006960,2025-06-30,routine,Drone Team 2,good,1,8,,schedule_inspection
INS-0000495,AST-TSV-POL-003398,2025-01-23,storm_follow_up,Crew B,good,2,1,,urgent_repair
INS-0000496,AST--RW-TRA-006193,2026-03-13,routine,Drone Team 2,fair,1,8,,no_action
INS-0000497,AST-SEQ-SWI-000004,2025-08-22,routine,Crew C,fair,2,8,,no_action
INS-0000498,AST-SEQ-POL-000037,2025-07-29,drone,Drone Team 1,good,2,8,,urgent_repair
INS-0000499,AST-MKY-POL-002783,2024-12-05,routine,Drone Team 2,good,2,1,,no_action
INS-0000500,AST-SEQ-POL-000554,2025-02-14,vegetation,Crew A,very_poor,3,2,,monitor
INS-0000501,AST-TSV-POL-003875,2025-12-26,drone,Crew C,good,0,0,,no_action
INS-0000502,AST-CQI-POL-005672,2026-05-14,pole_test,Crew A,good,1,3,,no_action
INS-0000503,AST-TSV-POL-003823,2025-12-15,routine,Drone Team 1,very_poor,2,7,,schedule_inspection
INS-0000504,AST-TSV-TRA-004102,2025-02-25,routine,Crew A,good,1,8,,no_action
INS-0000505,AST--RW-POL-007643,2025-12-22,routine,Crew B,fair,1,7,,no_action
INS-0000506,AST-TSV-POL-004183,2025-05-03,thermal,Crew C,poor,2,2,,urgent_repair
INS-0000507,AST-MKY-SEC-002597,2025-09-09,routine,Crew B,fair,1,6,,no_action
INS-0000508,AST--RW-SWI-007499,2024-12-05,vegetation,Crew B,fair,0,7,,no_action
INS-0000509,AST--RW-POL-006407,2025-01-26,routine,Drone Team 2,good,2,7,,no_action
INS-0000510,AST-SEQ-POL-000425,2026-04-23,routine,Crew A,poor,4,6,,schedule_inspection
INS-0000511,AST-TSV-POL-003856,2025-09-15,routine,Crew C,good,2,7,,no_action
INS-0000512,AST-TSV-POL-004183,2025-06-14,routine,Crew A,poor,2,8,,schedule_inspection
INS-0000513,AST-TSV-POL-004025,2025-03-22,storm_follow_up,Crew B,fair,0,6,,no_action
INS-0000514,AST-MKY-TRA-002262,2026-02-07,routine,Drone Team 2,fair,2,1,,schedule_repair
INS-0000515,AST-CQI-POL-005519,2025-12-17,routine,Crew C,fair,1,6,,monitor
INS-0000516,AST-SEQ-POL-001375,2025-05-07,routine,Drone Team 1,good,0,8,,no_action
INS-0000517,AST--RW-RIN-006358,2025-12-29,drone,Drone Team 1,poor,4,5,,urgent_repair
INS-0000518,AST-MKY-RIN-003017,2025-07-06,routine,Drone Team 2,fair,2,6,,no_action
INS-0000519,AST-TSV-RIN-004651,2025-05-03,routine,Crew A,good,1,8,,no_action
INS-0000520,AST-SEQ-TRA-001794,2025-11-29,routine,Crew A,good,0,2,,no_action
INS-0000521,AST--RW-POL-007639,2025-06-11,routine,Drone Team 2,fair,0,8,,no_action
INS-0000522,AST-MKY-POL-003067,2026-04-27,drone,Drone Team 1,fair,1,4,,no_action
INS-0000523,AST-SEQ-POL-001676,2025-08-16,drone,Crew C,fair,3,6,,no_action
INS-0000524,AST-SEQ-POL-000873,2025-08-05,routine,Crew B,good,2,6,,no_action
INS-0000525,AST-SEQ-POL-002144,2026-03-07,routine,Crew B,poor,1,5,,monitor
INS-0000526,AST-SEQ-SWI-002007,2025-03-02,routine,Crew C,good,0,5,,no_action
INS-0000527,AST-SEQ-POL-002005,2025-07-14,storm_follow_up,Crew C,good,1,5,,no_action
INS-0000528,AST-MKY-CON-002765,2026-03-10,storm_follow_up,Crew C,fair,0,3,,no_action
INS-0000529,AST-TSV-POL-004476,2025-04-30,drone,Drone Team 1,fair,2,3,,no_action
INS-0000530,AST-CQI-TRA-005673,2026-05-09,routine,Crew A,fair,3,7,,monitor
INS-0000531,AST-MKY-POL-002671,2025-07-25,storm_follow_up,Drone Team 2,very_poor,3,2,,urgent_repair
INS-0000532,AST--RW-REC-006609,2025-04-11,routine,Drone Team 2,good,3,6,,urgent_repair
INS-0000533,AST-TSV-POL-004712,2025-07-01,pole_test,Drone Team 2,fair,0,3,,no_action
INS-0000534,AST-TSV-POL-003736,2025-05-25,routine,Crew A,good,0,8,,no_action
INS-0000535,AST-MKY-REC-002377,2024-12-20,pole_test,Drone Team 1,fair,0,0,,no_action
INS-0000536,AST-SEQ-POL-001863,2025-05-19,drone,Drone Team 1,good,0,4,,no_action
INS-0000537,AST-SEQ-POL-001518,2025-03-05,storm_follow_up,Drone Team 1,poor,3,0,,schedule_inspection
INS-0000538,AST-MKY-POL-003267,2025-08-22,drone,Crew C,good,2,4,,schedule_repair
INS-0000539,AST-SEQ-CON-000759,2026-04-20,drone,Crew C,good,2,0,,no_action
