asset_id,condition_score,failure_probability_12m,failure_probability_36m,health_band,risk_score,risk_band,risk_drivers,last_scored_at
AST-SEQ-TRA-000298,69.0,0.045,0.0977,watch,34.6,medium,age,2026-05-04
AST-SEQ-POL-000299,67.4,0.0441,0.1318,watch,42.1,medium,age|criticality,2026-05-08
AST-SEQ-SEC-000300,85.5,0.0158,0.0318,good,20.4,low,,2026-05-05
AST-SEQ-POL-000301,85.4,0.0162,0.0415,good,15.9,low,,2026-05-03
AST-SEQ-POL-000302,79.9,0.0186,0.0439,good,17.4,low,,2026-05-07
AST-SEQ-POL-000303,99,0.0155,0.0324,good,16.6,low,criticality,2026-05-14
AST-SEQ-CON-000304,84.7,0.015,0.0356,good,30.9,low,criticality,2026-05-12
AST-SEQ-POL-000305,85.2,0.0173,0.0357,good,29.9,low,criticality,2026-05-04
AST-SEQ-SEC-000306,67.6,0.0225,0.0466,watch,32.9,medium,age|criticality,2026-05-17
AST-SEQ-TRA-000307,77.4,0.0301,0.0854,good,35.4,medium,age,2026-05-04
AST-SEQ-POL-000308,77.6,0.0014,0.0042,good,28.6,low,criticality,2026-05-10
AST-SEQ-TRA-000309,72.2,0.0341,0.0696,watch,33.5,medium,criticality,2026-05-14
AST-SEQ-POL-000310,82.6,0.0047,0.0143,good,22.7,low,criticality,2026-05-12
AST-SEQ-POL-000311,84.4,0.0088,0.0211,good,29.4,low,criticality,2026-05-15
AST-SEQ-RIN-000312,73.6,0.0077,0.023,watch,16.6,low,,2026-05-10
AST-SEQ-POL-000313,93.6,0.0173,0.0452,good,24.8,low,criticality,2026-05-07
AST-SEQ-POL-000314,86.3,0.0149,0.0344,good,24.9,low,criticality,2026-05-09
AST-SEQ-POL-000315,89.6,0.0116,0.0269,good,24.4,low,criticality,2026-05-07
AST-SEQ-POL-000316,57.3,0.0588,0.14,watch,36.9,medium,age,2026-05-16
AST-SEQ-POL-000317,71.4,0.0215,0.0555,watch,34.2,medium,age|criticality,2026-05-04
AST-SEQ-POL-000318,85.1,0.017,0.0471,good,21.7,low,criticality,2026-05-07
AST-SEQ-POL-000319,77.1,0.0075,0.0202,good,29.8,low,criticality,2026-05-09
AST-SEQ-CON-000320,56.9,0.0299,0.0894,watch,31.4,medium,age,2026-05-16
AST-SEQ-POL-000321,86.7,0.0138,0.0278,good,23.2,low,,2026-05-17
AST-SEQ-REC-000322,67.5,0.0033,0.0067,watch,28.7,low,,2026-05-03
AST-SEQ-POL-000323,93.9,0.0146,0.0341,good,16.8,low,,2026-05-06
AST-SEQ-POL-000324,47.2,0.0223,0.0553,poor,39.9,medium,age,2026-05-03
AST-SEQ-POL-000325,46.3,0.0268,0.0656,poor,39.8,medium,age,2026-05-17
AST-SEQ-POL-000326,80.7,0.0066,0.0162,good,27.4,low,criticality,2026-05-10
AST-SEQ-TRA-000327,63.8,0.0396,0.1225,watch,40.4,medium,age,2026-05-10
AST-SEQ-POL-000328,62.5,0.04,0.0947,watch,33.7,medium,age|criticality,2026-05-05
AST-SEQ-CON-000329,67.0,0.0431,0.1219,watch,35.1,medium,age,2026-05-12
AST-SEQ-POL-000330,59.1,0.0013,0.0041,watch,30.2,low,age,2026-05-09
AST-SEQ-POL-000331,76.9,0.0049,0.0105,good,22.4,low,criticality,2026-05-14
AST-SEQ-POL-000332,57.3,0.0498,0.1421,watch,36.6,medium,age|criticality,2026-05-15
AST-SEQ-REC-000333,96.6,0.0172,0.037,good,14.7,low,criticality,2026-05-04
AST-SEQ-POL-000334,88.7,0.0015,0.0048,good,25.4,low,,2026-05-06
AST-SEQ-POL-000335,66.8,0.0451,0.1024,watch,31.0,medium,age,2026-05-10
AST-SEQ-POL-000336,75.2,0.0148,0.0461,watch,27.3,low,criticality,2026-05-10
AST-SEQ-POL-000337,75.3,0.0561,0.162,watch,36.3,medium,age|criticality,2026-05-10
AST-SEQ-POL-000338,76.2,0.038,0.0956,good,37.2,medium,age,2026-05-15
AST-SEQ-CON-000339,75.6,0.0082,0.0185,watch,23.8,low,,2026-05-17
AST-SEQ-POL-000340,77.9,0.0583,0.1509,good,31.6,medium,criticality,2026-05-14
AST-SEQ-REC-000341,91.7,0.0061,0.0129,good,14.1,low,,2026-05-03
AST-SEQ-POL-000342,87.7,0.0091,0.0234,good,25.7,low,,2026-05-16
AST-SEQ-POL-000343,64.8,0.0351,0.1079,watch,44.1,medium,age,2026-05-13
AST-SEQ-POL-000344,93.9,0.0015,0.0038,good,15.5,low,criticality,2026-05-14
AST-SEQ-POL-000345,66.2,0.0419,0.1238,watch,35.5,medium,age|criticality,2026-05-05
AST-SEQ-POL-000346,89.7,0.0185,0.0565,good,16.6,low,,2026-05-16
AST-SEQ-CON-000347,87.7,0.0087,0.0176,good,23.0,low,,2026-05-06
AST-SEQ-POL-000348,76.8,0.009,0.0283,good,27.9,low,criticality,2026-05-08
AST-SEQ-TRA-000349,63.7,0.0546,0.1381,watch,33.1,medium,age|criticality,2026-05-07
AST-SEQ-SWI-000350,73.3,0.0072,0.0155,watch,25.7,low,age,2026-05-16
AST-SEQ-POL-000351,84.7,0.0018,0.0051,good,20.3,low,criticality,2026-05-15
AST-SEQ-SEC-000352,47.2,0.052,0.1541,poor,45.8,medium,age,2026-05-12
AST-SEQ-POL-000353,76.0,0.0592,0.1523,watch,34.5,medium,,2026-05-03
AST-SEQ-POL-000354,71.7,0.0074,0.0221,watch,30.9,low,,2026-05-04
AST-SEQ-SEC-000355,67.9,0.0446,0.1358,watch,33.1,medium,criticality,2026-05-12
AST-SEQ-POL-000356,91.9,0.0151,0.0411,good,24.5,low,,2026-05-10
AST-SEQ-POL-000357,73.1,0.0468,0.1348,watch,37.6,medium,criticality,2026-05-15
AST-SEQ-CON-000358,67.3,0.022,0.0616,watch,48.4,medium,criticality,2026-05-14
AST-SEQ-POL-000359,68.5,0.046,0.101,watch,45.6,medium,criticality,2026-05-13
AST-SEQ-POL-000360,79.8,0.0163,0.045,good,28.2,low,criticality,2026-05-05
AST-SEQ-TRA-000361,59.9,0.02,0.0615,watch,50.3,medium,criticality,2026-05-05
AST-SEQ-CON-000362,64.5,0.0424,0.0973,watch,50.5,medium,age|criticality|flood_exposure,2026-05-13
AST-SEQ-POL-000363,79.9,0.0104,0.0297,good,29.8,low,criticality,2026-05-06
AST-SEQ-CON-000364,65.1,0.0206,0.0644,watch,43.9,medium,age|criticality,2026-05-05
AST-SEQ-POL-000365,69.0,0.0335,0.0958,watch,46.9,medium,criticality,2026-05-10
AST-SEQ-RIN-000366,88.8,0.0519,0.1482,good,32.3,medium,criticality,2026-05-09
AST-SEQ-POL-000367,56.0,0.0779,0.2424,watch,60.0,high,age|criticality,2026-05-04
AST-SEQ-CON-000368,52.1,0.0582,0.1298,poor,44.9,medium,age|criticality,2026-05-07
AST-SEQ-CON-000369,71.3,0.0316,0.0965,watch,46.9,medium,age|criticality,2026-05-11
AST-SEQ-RIN-000370,56.6,0.0416,0.1101,watch,48.6,medium,age|criticality,2026-05-16
AST-SEQ-TRA-000371,91.3,0.0582,0.1355,good,33.7,medium,criticality,2026-05-10
AST-SEQ-POL-000372,71.4,0.0213,0.054,watch,43.6,medium,criticality,2026-05-05
AST-SEQ-POL-000373,65.9,0.0297,0.0796,watch,49.6,medium,criticality|flood_exposure,2026-05-15
AST-SEQ-POL-000374,75.9,0.054,0.1546,watch,38.5,medium,criticality,2026-05-14
AST-SEQ-TRA-000375,73.7,0.0227,0.0551,watch,46.9,medium,criticality,2026-05-15
AST-SEQ-TRA-000376,86.4,0.0355,0.1106,good,34.4,medium,criticality|flood_exposure,2026-05-12
AST-SEQ-REC-000377,74.1,0.0375,0.0917,watch,36.3,medium,criticality,2026-05-17
AST-SEQ-POL-000378,80.0,0.0313,0.0879,good,32.5,medium,criticality,2026-05-08
AST-SEQ-SWI-000379,68.8,0.1438,0.3078,watch,62.5,high,age|criticality|flood_exposure,2026-05-14
AST-SEQ-POL-000380,69.9,0.0528,0.1142,watch,33.5,medium,criticality,2026-05-11
AST-SEQ-POL-000381,45.8,0.0507,0.1596,poor,47.2,medium,age|criticality,2026-05-06
AST-SEQ-POL-000382,50.4,0.0202,0.0546,poor,54.9,medium,age|criticality,2026-05-05
AST-SEQ-POL-000383,62.1,0.0411,0.0897,watch,53.3,medium,criticality,2026-05-05
AST-SEQ-POL-000384,72.8,0.0573,0.1794,watch,43.5,medium,criticality,2026-05-10
AST-SEQ-TRA-000385,81.2,0.0221,0.0671,good,40.9,medium,criticality,2026-05-09
AST-SEQ-POL-000386,72.0,0.034,0.0723,watch,37.4,medium,criticality,2026-05-05
AST-SEQ-POL-000387,61.1,0.1495,0.3652,watch,57.8,high,criticality,2026-05-12
AST-SEQ-CON-000388,79.5,0.0369,0.083,good,33.7,medium,criticality,2026-05-14
AST-SEQ-POL-000389,68.2,0.0591,0.1424,watch,45.3,medium,criticality,2026-05-08
AST-SEQ-SWI-000390,83.9,0.043,0.102,good,35.7,medium,criticality,2026-05-06
AST-SEQ-CON-000391,74.4,0.0131,0.0304,watch,29.0,low,criticality,2026-05-06
AST-SEQ-POL-000392,67.3,0.0522,0.1412,watch,43.4,medium,criticality,2026-05-17
AST-SEQ-POL-000393,74.2,0.0375,0.0779,watch,43.5,medium,criticality,2026-05-17
AST-SEQ-POL-000394,64.5,0.0563,0.1553,watch,49.5,medium,age|criticality,2026-05-09
AST-SEQ-POL-000395,57.0,0.0949,0.2028,watch,57.1,high,age|criticality,2026-05-05
AST-SEQ-POL-000396,54.6,0.1247,0.3595,poor,57.1,high,age|criticality,2026-05-15
AST-SEQ-POL-000397,81.3,0.0352,0.1101,good,37.5,medium,criticality,2026-05-03
AST-SEQ-POL-000398,60.0,0.0465,0.0957,watch,50.4,medium,age|criticality,2026-05-05
AST-SEQ-SWI-000399,93.0,0.0019,0.0042,good,30.5,low,criticality,2026-05-15
AST-SEQ-TRA-000400,77.1,0.0415,0.1057,good,40.5,medium,criticality,2026-05-06
AST-SEQ-REC-000401,79.8,0.056,0.1447,good,34.8,medium,criticality,2026-05-17
AST-SEQ-TRA-000402,71.4,0.0319,0.0829,watch,40.2,medium,criticality|flood_exposure,2026-05-08
AST-SEQ-POL-000403,71.4,0.0505,0.1382,watch,46.3,medium,criticality,2026-05-03
AST-SEQ-POL-000404,77.6,0.0368,0.1097,good,41.1,medium,criticality,2026-05-03
AST-SEQ-REC-000405,72.1,0.0236,0.0526,watch,40.9,medium,criticality,2026-05-12
AST-SEQ-POL-000406,75.5,0.0326,0.069,watch,37.5,medium,criticality,2026-05-14
AST-SEQ-TRA-000407,80.1,0.0387,0.0792,good,35.5,medium,criticality,2026-05-12
AST-SEQ-POL-000408,91.4,0.0131,0.0377,good,23.8,low,criticality,2026-05-04
AST-SEQ-POL-000409,67.6,0.0207,0.0604,watch,49.0,medium,criticality,2026-05-04
AST-SEQ-POL-000410,71.3,0.0223,0.061,watch,48.0,medium,criticality,2026-05-11
AST-SEQ-POL-000411,46.5,0.1332,0.2808,poor,58.8,high,age|criticality,2026-05-16
AST-SEQ-POL-000412,80.3,0.0574,0.1614,good,38.5,medium,criticality,2026-05-09
AST-SEQ-TRA-000413,63.3,0.0506,0.1216,watch,48.6,medium,criticality,2026-05-03
AST-SEQ-POL-000414,80.3,0.0531,0.1134,good,33.9,medium,criticality,2026-05-12
AST-SEQ-POL-000415,54.3,0.0406,0.0901,poor,45.7,medium,age|criticality,2026-05-10
AST-SEQ-TRA-000416,64.8,0.0305,0.0955,watch,54.0,medium,criticality|flood_exposure,2026-05-09
AST-SEQ-POL-000417,73.4,0.0574,0.1548,watch,38.3,medium,criticality,2026-05-10
AST-SEQ-POL-000418,80.0,0.0482,0.133,good,45.5,medium,criticality,2026-05-08
AST-SEQ-POL-000419,71.5,0.0543,0.149,watch,33.7,medium,criticality,2026-05-11
AST-SEQ-POL-000420,64.7,0.0412,0.0927,watch,47.6,medium,criticality,2026-05-10
AST-SEQ-POL-000421,72.7,0.0269,0.068,watch,43.3,medium,criticality,2026-05-04
AST-SEQ-POL-000422,76.5,0.0376,0.0989,good,51.7,medium,criticality,2026-05-10
AST-SEQ-TRA-000423,94.2,0.0296,0.0706,good,37.7,medium,criticality|flood_exposure,2026-05-16
AST-SEQ-SEC-000424,60.7,0.0546,0.1367,watch,54.5,medium,age|criticality,2026-05-08
AST-SEQ-POL-000425,43.1,0.0496,0.1574,poor,53.6,medium,age|condition|criticality,2026-05-16
AST-SEQ-POL-000426,60.3,0.0473,0.1413,watch,35.8,medium,criticality,2026-05-10
AST-SEQ-POL-000427,63.8,0.0449,0.1242,watch,43.4,medium,criticality,2026-05-15
AST-SEQ-CON-000428,51.5,0.0404,0.1082,poor,54.4,medium,age|criticality,2026-05-10
AST-SEQ-POL-000429,53.4,0.0305,0.0862,poor,49.0,medium,age|criticality,2026-05-03
AST-SEQ-POL-000430,87.3,0.0574,0.1252,good,42.5,medium,criticality,2026-05-08
AST-SEQ-POL-000431,73.9,0.0363,0.0884,watch,35.6,medium,,2026-05-12
AST-SEQ-TRA-000432,85.9,0.0197,0.0546,good,20.1,low,,2026-05-09
AST-SEQ-POL-000433,72.0,0.0528,0.1152,watch,38.8,medium,age|criticality,2026-05-09
AST-SEQ-TRA-000434,49.4,0.043,0.1162,poor,37.4,medium,age,2026-05-17
AST-SEQ-POL-000435,91.3,0.0101,0.0286,good,15.0,low,criticality,2026-05-07
AST-SEQ-POL-000436,99,0.0067,0.02,good,21.5,low,,2026-05-11
AST-SEQ-TRA-000437,64.4,0.036,0.0994,watch,31.5,medium,age,2026-05-10
AST-SEQ-TRA-000438,73.4,0.0167,0.0533,watch,29.1,low,,2026-05-09
AST-SEQ-SWI-000439,74.5,0.0174,0.0452,watch,30.1,low,age,2026-05-14
AST-SEQ-POL-000440,61.4,0.0364,0.0849,watch,42.1,medium,age,2026-05-16
AST-SEQ-POL-000441,73.7,0.0197,0.054,watch,16.0,low,age,2026-05-05
AST-SEQ-POL-000442,87.0,0.0467,0.132,good,36.0,medium,criticality,2026-05-03
AST-SEQ-POL-000443,75.9,0.0318,0.086,watch,34.7,medium,criticality,2026-05-16
AST-SEQ-POL-000444,68.9,0.029,0.0865,watch,32.1,medium,,2026-05-15
AST-SEQ-POL-000445,69.5,0.0073,0.0213,watch,21.0,low,,2026-05-09
AST-SEQ-POL-000446,57.5,0.0408,0.0973,watch,39.0,medium,age,2026-05-12
AST-SEQ-POL-000447,78.3,0.0159,0.0359,good,24.2,low,age,2026-05-15
AST-SEQ-POL-000448,79.1,0.0115,0.0335,good,22.6,low,criticality,2026-05-12
AST-SEQ-CON-000449,79.8,0.0039,0.0091,good,23.7,low,,2026-05-15
AST-SEQ-POL-000450,87.2,0.01,0.029,good,27.9,low,,2026-05-05
AST-SEQ-POL-000451,86.8,0.007,0.0182,good,24.0,low,,2026-05-13
AST-SEQ-POL-000452,70.3,0.0473,0.1176,watch,33.8,medium,criticality,2026-05-05
AST-SEQ-POL-000453,77.2,0.0511,0.1222,good,35.4,medium,age,2026-05-16
AST-SEQ-POL-000454,52.3,0.0344,0.0957,poor,46.7,medium,age|criticality,2026-05-16
AST-SEQ-SEC-000455,83.7,0.0143,0.0382,good,20.4,low,,2026-05-11
AST-SEQ-POL-000456,72.5,0.0486,0.1059,watch,35.5,medium,age,2026-05-07
AST-SEQ-CON-000457,85.4,0.0019,0.0048,good,27.2,low,criticality,2026-05-10
AST-SEQ-POL-000458,94.5,0.0108,0.0245,good,20.0,low,criticality,2026-05-09
AST-SEQ-POL-000459,75.5,0.0079,0.0227,watch,28.4,low,,2026-05-11
AST-SEQ-POL-000460,86.0,0.0113,0.0331,good,29.3,low,,2026-05-13
AST-SEQ-SWI-000461,90.3,0.0102,0.0284,good,30.5,low,criticality,2026-05-10
AST-SEQ-TRA-000462,57.8,0.0533,0.1137,watch,45.6,medium,age,2026-05-04
AST-SEQ-POL-000463,82.4,0.0159,0.0456,good,27.0,low,criticality,2026-05-10
AST-SEQ-REC-000464,83.8,0.0064,0.013,good,30.9,low,criticality,2026-05-09
AST-SEQ-SWI-000465,81.4,0.0165,0.048,good,17.1,low,,2026-05-16
AST-SEQ-POL-000466,86.5,0.0081,0.0208,good,20.1,low,,2026-05-14
AST-SEQ-SEC-000467,57.2,0.0582,0.1745,watch,44.6,medium,age|criticality,2026-05-09
AST-SEQ-POL-000468,60.1,0.0398,0.1238,watch,39.9,medium,age,2026-05-09
AST-SEQ-SWI-000469,58.6,0.0339,0.0904,watch,33.4,medium,age,2026-05-08
AST-SEQ-POL-000470,88.4,0.0099,0.0269,good,14.0,low,,2026-05-14
AST-SEQ-POL-000471,85.0,0.0361,0.1041,good,35.2,medium,criticality,2026-05-07
AST-SEQ-POL-000472,63.3,0.0447,0.0972,watch,47.1,medium,age|criticality,2026-05-10
AST-SEQ-TRA-000473,81.9,0.0014,0.003,good,23.5,low,age,2026-05-05
AST-SEQ-POL-000474,71.7,0.0216,0.0533,watch,41.8,medium,age|criticality,2026-05-05
AST-SEQ-POL-000475,86.5,0.0073,0.0175,good,22.6,low,,2026-05-03
AST-SEQ-POL-000476,69.5,0.042,0.1022,watch,38.4,medium,,2026-05-11
AST-SEQ-POL-000477,91.3,0.0142,0.0402,good,16.5,low,criticality,2026-05-17
AST-SEQ-POL-000478,93.5,0.0081,0.0221,good,17.7,low,,2026-05-11
AST-SEQ-TRA-000479,78.2,0.0184,0.0453,good,28.2,low,,2026-05-06
AST-SEQ-SWI-000480,65.7,0.039,0.1179,watch,37.0,medium,age,2026-05-03
AST-SEQ-POL-000481,67.3,0.0333,0.0719,watch,43.2,medium,age,2026-05-13
AST-SEQ-SEC-000482,77.7,0.005,0.0125,good,25.9,low,,2026-05-09
AST-SEQ-POL-000483,82.1,0.0307,0.0752,good,38.8,medium,criticality,2026-05-10
AST-SEQ-REC-000484,64.1,0.0215,0.051,watch,38.7,medium,age|criticality,2026-05-11
AST-SEQ-POL-000485,97.8,0.0075,0.0234,good,23.2,low,criticality,2026-05-05
AST-SEQ-POL-000486,79.5,0.0589,0.1301,good,40.2,medium,criticality,2026-05-12
AST-SEQ-POL-000487,66.8,0.0236,0.0536,watch,33.8,medium,age,2026-05-09
AST-SEQ-TRA-000488,60.4,0.037,0.098,watch,34.5,medium,age,2026-05-12
AST-SEQ-POL-000489,70.2,0.0454,0.1131,watch,43.9,medium,age,2026-05-10
AST-SEQ-POL-000490,94.3,0.0052,0.0122,good,14.4,low,,2026-05-03
AST-SEQ-POL-000491,81.6,0.0069,0.0183,good,29.9,low,criticality,2026-05-12
AST-SEQ-RIN-000492,51.6,0.0485,0.1443,poor,36.1,medium,age,2026-05-07
AST-SEQ-TRA-000493,74.0,0.0409,0.0976,watch,36.0,medium,age|criticality,2026-05-10
AST-SEQ-POL-000494,87.7,0.0186,0.0477,good,29.3,low,criticality,2026-05-11
AST-SEQ-TRA-000495,54.7,0.039,0.0879,poor,42.3,medium,age,2026-05-13
AST-SEQ-RIN-000496,69.0,0.0533,0.147,watch,34.9,medium,,2026-05-16
AST-SEQ-TRA-000497,71.6,0.0211,0.0555,watch,32.1,medium,criticality,2026-05-08
AST-SEQ-CON-000498,77.7,0.0116,0.032,good,27.8,low,criticality,2026-05-17
AST-SEQ-CON-000499,96.9,0.0105,0.0256,good,17.9,low,criticality,2026-05-06
AST-SEQ-POL-000500,62.1,0.0502,0.1373,watch,52.1,medium,age|criticality|flood_exposure,2026-05-13
AST-SEQ-TRA-000501,90.4,0.0393,0.109,good,36.6,medium,criticality|flood_exposure,2026-05-09
AST-SEQ-POL-000502,71.7,0.0474,0.1273,watch,49.0,medium,criticality,2026-05-05
AST-SEQ-POL-000503,98.1,0.0188,0.0486,good,27.9,low,criticality,2026-05-07
AST-SEQ-SWI-000504,45.3,0.0698,0.209,poor,57.1,high,age|criticality,2026-05-07
AST-SEQ-POL-000505,80.0,0.0352,0.0942,good,39.9,medium,criticality,2026-05-06
AST-SEQ-POL-000506,50.2,0.0288,0.0698,poor,51.7,medium,criticality,2026-05-15
AST-SEQ-POL-000507,64.1,0.0282,0.0759,watch,47.7,medium,age|criticality,2026-05-04
AST-SEQ-SWI-000508,84.2,0.0295,0.061,good,31.1,medium,criticality,2026-05-13
AST-SEQ-POL-000509,83.2,0.0526,0.1603,good,31.8,medium,criticality,2026-05-15
AST-SEQ-POL-000510,58.9,0.0389,0.0893,watch,51.8,medium,age|criticality,2026-05-04
AST-SEQ-POL-000511,50.8,0.1239,0.3509,poor,57.9,high,age|criticality,2026-05-09
AST-SEQ-POL-000512,83.5,0.0021,0.0047,good,28.5,low,criticality,2026-05-11
AST-SEQ-POL-000513,77.7,0.0443,0.1119,good,32.8,medium,criticality,2026-05-12
AST-SEQ-POL-000514,73.5,0.0572,0.119,watch,45.8,medium,age|criticality,2026-05-15
AST-SEQ-REC-000515,67.1,0.0344,0.0819,watch,44.2,medium,criticality,2026-05-05
AST-SEQ-POL-000516,91.3,0.0252,0.0671,good,39.8,medium,criticality,2026-05-06
AST-SEQ-POL-000517,59.8,0.0425,0.1315,watch,54.8,medium,age|criticality,2026-05-06
AST-SEQ-RIN-000518,56.2,0.0689,0.1714,watch,56.1,high,age|criticality,2026-05-06
AST-SEQ-POL-000519,70.0,0.0224,0.0474,watch,47.2,medium,criticality,2026-05-10
AST-SEQ-POL-000520,65.1,0.0326,0.0762,watch,37.0,medium,criticality,2026-05-09
AST-SEQ-POL-000521,87.6,0.05,0.1127,good,40.8,medium,criticality,2026-05-08
AST-SEQ-SWI-000522,69.3,0.0401,0.1209,watch,45.5,medium,criticality,2026-05-13
AST-SEQ-SEC-000523,87.9,0.0304,0.0827,good,38.6,medium,criticality,2026-05-16
AST-SEQ-POL-000524,83.7,0.0456,0.1096,good,37.7,medium,criticality,2026-05-03
AST-SEQ-POL-000525,67.6,0.0444,0.1043,watch,47.7,medium,criticality,2026-05-05
AST-SEQ-POL-000526,69.0,0.0533,0.1542,watch,52.3,medium,criticality|flood_exposure,2026-05-07
AST-SEQ-POL-000527,82.0,0.0286,0.0898,good,41.0,medium,criticality,2026-05-08
AST-SEQ-POL-000528,68.7,0.0307,0.098,watch,41.1,medium,age|criticality,2026-05-17
AST-SEQ-SEC-000529,47.2,0.0519,0.12,poor,54.0,medium,age|criticality,2026-05-03
AST-SEQ-TRA-000530,68.3,0.037,0.0902,watch,39.2,medium,criticality,2026-05-17
AST-SEQ-POL-000531,85.6,0.0123,0.0361,good,21.4,low,,2026-05-04
AST-SEQ-POL-000532,63.3,0.0471,0.1158,watch,51.2,medium,age|criticality,2026-05-11
AST-SEQ-REC-000533,88.0,0.0122,0.0296,good,28.4,low,criticality,2026-05-09
AST-SEQ-POL-000534,56.9,0.1192,0.2527,watch,57.8,high,age|criticality,2026-05-12
AST-SEQ-CON-000535,66.2,0.0581,0.1393,watch,47.5,medium,criticality,2026-05-06
AST-SEQ-POL-000536,73.9,0.0458,0.1243,watch,32.7,medium,criticality,2026-05-08
AST-SEQ-POL-000537,57.5,0.0266,0.0595,watch,55.0,medium,age|criticality,2026-05-12
AST-SEQ-CON-000538,59.0,0.0544,0.125,watch,45.5,medium,age|criticality,2026-05-03
AST-SEQ-TRA-000539,50.3,0.0362,0.0837,poor,54.8,medium,age|criticality|flood_exposure,2026-05-06
AST-SEQ-POL-000540,45.2,0.1312,0.316,poor,60.9,high,age|criticality,2026-05-05
AST-SEQ-POL-000541,43.0,0.1365,0.4224,poor,60.4,high,age|condition|criticality,2026-05-12
AST-SEQ-RIN-000542,59.6,0.0203,0.0602,watch,54.0,medium,criticality,2026-05-17
AST-SEQ-POL-000543,84.6,0.0105,0.032,good,29.3,low,criticality,2026-05-09
AST-SEQ-POL-000544,59.6,0.1314,0.3485,watch,56.2,high,age|criticality|flood_exposure,2026-05-10
AST-SEQ-POL-000545,39.3,0.1464,0.4661,poor,58.9,high,age|condition|criticality,2026-05-04
AST-SEQ-POL-000546,56.2,0.1069,0.2422,watch,63.1,high,age|criticality,2026-05-07
AST-SEQ-POL-000547,75.6,0.0464,0.0947,watch,39.6,medium,criticality,2026-05-09
AST-SEQ-POL-000548,81.1,0.0462,0.1429,good,42.7,medium,age|criticality,2026-05-05
AST-SEQ-TRA-000549,35.2,0.1031,0.2845,poor,56.4,high,age|condition|criticality,2026-05-16
AST-SEQ-POL-000550,65.2,0.0297,0.0681,watch,54.7,medium,criticality|flood_exposure,2026-05-14
AST-SEQ-REC-000551,63.4,0.0424,0.1327,watch,53.8,medium,age|criticality,2026-05-14
AST-SEQ-POL-000552,72.8,0.0099,0.022,watch,28.8,low,criticality,2026-05-09
AST-SEQ-REC-000553,78.7,0.0524,0.1221,good,42.8,medium,criticality,2026-05-07
AST-SEQ-POL-000554,79.8,0.0493,0.1051,good,35.5,medium,criticality|flood_exposure,2026-05-08
AST-SEQ-POL-000555,83.6,0.0503,0.1297,good,52.0,medium,criticality|flood_exposure,2026-05-06
AST-SEQ-TRA-000556,74.7,0.0244,0.0763,watch,33.8,medium,criticality,2026-05-16
AST-SEQ-POL-000557,60.0,0.0447,0.1103,watch,53.2,medium,age|criticality,2026-05-15
AST-SEQ-POL-000558,47.1,0.0648,0.2061,poor,65.4,high,age|criticality,2026-05-09
AST-SEQ-POL-000559,76.6,0.0475,0.1182,good,41.8,medium,criticality,2026-05-09
AST-SEQ-CON-000560,56.6,0.0347,0.1064,watch,52.9,medium,age|criticality,2026-05-09
AST-SEQ-REC-000561,91.8,0.045,0.096,good,31.1,medium,criticality,2026-05-05
AST-SEQ-POL-000562,73.6,0.0544,0.1336,watch,46.3,medium,age|criticality,2026-05-13
AST-SEQ-CON-000563,61.2,0.0969,0.2804,watch,66.3,high,age|criticality,2026-05-07
AST-SEQ-POL-000564,59.1,0.0212,0.0676,watch,52.1,medium,age|criticality,2026-05-05
AST-SEQ-POL-000565,57.1,0.0349,0.0721,watch,52.9,medium,age|criticality,2026-05-07
AST-SEQ-CON-000566,63.0,0.0242,0.072,watch,46.7,medium,criticality,2026-05-06
AST-SEQ-POL-000567,64.8,0.0427,0.123,watch,45.8,medium,criticality,2026-05-14
AST-SEQ-POL-000568,58.0,0.0455,0.1085,watch,46.9,medium,age|criticality,2026-05-15
AST-SEQ-TRA-000569,78.2,0.0561,0.113,good,37.6,medium,criticality,2026-05-16
AST-SEQ-POL-000570,51.1,0.0841,0.1909,poor,57.5,high,age|criticality,2026-05-11
AST-SEQ-POL-000571,91.2,0.0103,0.0324,good,22.7,low,,2026-05-17
AST-SEQ-POL-000572,87.4,0.0058,0.017,good,18.5,low,,2026-05-11
AST-SEQ-SEC-000573,65.7,0.0438,0.1017,watch,35.1,medium,age,2026-05-05
AST-SEQ-POL-000574,63.2,0.055,0.156,watch,36.6,medium,age,2026-05-17
AST-SEQ-POL-000575,90.4,0.0072,0.0179,good,22.4,low,,2026-05-04
AST-SEQ-POL-000576,59.5,0.0476,0.1096,watch,31.3,medium,age,2026-05-15
AST-SEQ-TRA-000577,58.4,0.0348,0.1057,watch,44.6,medium,age|criticality,2026-05-13
AST-SEQ-REC-000578,72.1,0.002,0.0042,watch,29.3,low,age,2026-05-06
AST-SEQ-POL-000579,67.6,0.0132,0.0338,watch,26.3,low,age,2026-05-05
AST-SEQ-POL-000580,88.8,0.017,0.0343,good,19.8,low,,2026-05-06
AST-SEQ-POL-000581,86.3,0.0409,0.0929,good,32.2,medium,criticality,2026-05-06
AST-SEQ-POL-000582,92.4,0.0041,0.0104,good,14.2,low,,2026-05-14
AST-SEQ-POL-000583,87.9,0.0026,0.0078,good,23.7,low,criticality,2026-05-03
AST-SEQ-REC-000584,81.4,0.0169,0.0534,good,29.0,low,criticality,2026-05-11
AST-SEQ-TRA-000585,89.9,0.0101,0.0205,good,26.2,low,criticality,2026-05-03
