work_order_id,asset_id,feeder_id,region_id,work_type,priority,status,created_date,scheduled_date,completed_date,estimated_hours,estimated_cost_aud,crew_type,depot_id
WO-0000155,AST-TSV-REC-003981,FDR-TSV-0075,REG-TSV,replacement,high,completed,2025-10-21,2025-12-24,2026-01-02,18.6,8302.25,substation_crew,DEP-TSV-0008
WO-0000156,,FDR-MKY-0055,REG-MKY,replacement,high,in_progress,2024-05-31,2024-07-03,,32.0,19088.4,substation_crew,DEP-MKY-0005
WO-0000157,,FDR-MKY-0061,REG-MKY,access_remediation,low,completed,2025-01-29,2025-03-12,2025-03-27,32.3,10848.03,line_crew,DEP-MKY-0005
WO-0000158,,FDR-MKY-0061,REG-MKY,repair,medium,in_progress,2025-05-26,2025-06-18,,21.2,8305.8,substation_crew,DEP-MKY-0005
WO-0000159,AST-MKY-SEC-003240,FDR-MKY-0063,REG-MKY,inspection,urgent,scheduled,2025-03-09,2025-05-14,,3.5,3095.74,line_crew,DEP-MKY-0004
WO-0000160,AST-MKY-POL-003267,FDR-MKY-0063,REG-MKY,storm_response,low,in_progress,2025-10-18,2025-12-24,,10.8,9345.32,vegetation_crew,DEP-MKY-0004
WO-0000161,,FDR-SEQ-0017,REG-SEQ,storm_response,low,completed,2025-11-21,2025-12-08,2025-12-28,4.8,2119.7,vegetation_crew,DEP-SEQ-0002
WO-0000162,AST--RW-POL-006463,FDR--RW-0112,REG-RW,replacement,high,approved,2025-01-29,2025-02-20,,33.8,6966.91,vegetation_crew,DEP--RW-0013
WO-0000163,AST-TSV-RIN-004759,FDR-TSV-0087,REG-TSV,vegetation_treatment,low,in_progress,2025-12-27,2026-03-26,,18.7,6238.8,line_crew,DEP-TSV-0008
WO-0000164,,FDR-SEQ-0003,REG-SEQ,planned_maintenance,high,completed,2025-02-10,2025-04-26,2025-05-18,22.1,11683.2,drone_team,DEP-SEQ-0003
WO-0000165,AST-TSV-POL-004304,FDR-TSV-0080,REG-TSV,access_remediation,urgent,completed,2024-09-10,2024-10-08,2024-11-05,9.0,10566.4,drone_team,DEP-TSV-0007
WO-0000166,AST-TSV-TRA-003389,FDR-TSV-0066,REG-TSV,repair,medium,in_progress,2025-11-04,2026-01-03,,23.7,15363.41,line_crew,DEP-TSV-0007
WO-0000167,AST-CQI-POL-005454,FDR-CQI-0097,REG-CQI,storm_response,high,in_progress,2025-06-15,2025-07-04,,21.3,6884.59,line_crew,DEP-CQI-0010
WO-0000168,AST--RW-POL-006412,FDR--RW-0111,REG-RW,repair,medium,approved,2025-09-03,2025-10-11,,26.7,12123.76,line_crew,DEP--RW-0013
WO-0000169,AST-TSV-TRA-003920,FDR-TSV-0074,REG-TSV,replacement,medium,completed,2025-01-09,2025-01-13,2025-01-24,7.3,3079.02,line_crew,DEP-TSV-0008
WO-0000170,AST--RW-TRA-007871,FDR--RW-0127,REG-RW,vegetation_treatment,medium,in_progress,2024-06-15,2024-08-17,,26.6,8136.3,vegetation_crew,DEP--RW-0013
WO-0000171,,FDR-TSV-0067,REG-TSV,repair,high,scheduled,2025-05-23,2025-05-26,,3.5,12826.37,substation_crew,DEP-TSV-0006
WO-0000172,AST--RW-POL-006209,FDR--RW-0109,REG-RW,inspection,urgent,completed,2025-05-12,2025-06-06,2025-06-19,35.8,13665.31,drone_team,DEP--RW-0011
WO-0000173,AST-MKY-POL-002888,FDR-MKY-0057,REG-MKY,replacement,medium,scheduled,2025-07-15,2025-09-05,,29.1,7403.89,substation_crew,DEP-MKY-0004
WO-0000174,AST-CQI-POL-005545,FDR-CQI-0099,REG-CQI,replacement,medium,approved,2024-08-16,2024-08-27,,26.9,12668.16,line_crew,DEP-CQI-0009
WO-0000175,AST-TSV-TRA-004425,FDR-TSV-0081,REG-TSV,inspection,high,scheduled,2025-06-29,2025-09-27,,9.8,4352.95,substation_crew,DEP-TSV-0008
WO-0000176,AST-MKY-POL-003266,FDR-MKY-0063,REG-MKY,inspection,high,draft,2025-02-11,2025-04-23,,25.4,13118.6,substation_crew,DEP-MKY-0004
WO-0000177,AST-TSV-TRA-004139,FDR-TSV-0078,REG-TSV,inspection,high,in_progress,2024-08-17,2024-10-11,,15.1,11894.14,drone_team,DEP-TSV-0008
WO-0000178,AST-SEQ-SWI-002141,FDR-SEQ-0041,REG-SEQ,inspection,high,cancelled,2024-06-16,2024-06-20,,4.7,8502.1,vegetation_crew,DEP-SEQ-0001
WO-0000179,AST-SEQ-POL-001740,FDR-SEQ-0034,REG-SEQ,storm_response,high,scheduled,2025-11-13,2025-12-29,,11.4,15418.43,line_crew,DEP-SEQ-0003
WO-0000180,,FDR-SEQ-0003,REG-SEQ,vegetation_treatment,urgent,completed,2025-09-28,2025-10-13,2025-10-26,5.6,12851.01,line_crew,DEP-SEQ-0003
WO-0000181,AST--RW-POL-006785,FDR--RW-0116,REG-RW,repair,urgent,completed,2025-10-28,2025-12-03,2025-12-20,23.1,11366.75,substation_crew,DEP--RW-0013
WO-0000182,AST-TSV-POL-004573,FDR-TSV-0084,REG-TSV,inspection,high,completed,2025-12-04,2025-12-22,2025-12-24,20.0,9864.87,drone_team,DEP-TSV-0006
WO-0000183,AST-MKY-POL-003163,FDR-MKY-0062,REG-MKY,inspection,low,in_progress,2025-11-11,2025-12-18,,25.7,12750.34,drone_team,DEP-MKY-0004
WO-0000184,AST-TSV-POL-004390,FDR-TSV-0081,REG-TSV,replacement,low,completed,2025-09-28,2025-12-07,2025-12-14,25.7,12372.45,line_crew,DEP-TSV-0007
WO-0000185,AST-CQI-POL-005565,FDR-CQI-0099,REG-CQI,replacement,high,in_progress,2025-04-09,2025-04-12,,19.7,10904.75,line_crew,DEP-CQI-0010
WO-0000186,AST-TSV-POL-004024,FDR-TSV-0076,REG-TSV,vegetation_treatment,high,completed,2025-08-07,2025-10-26,2025-10-26,5.8,12401.49,line_crew,DEP-TSV-0007
WO-0000187,AST-TSV-POL-003528,FDR-TSV-0068,REG-TSV,inspection,high,in_progress,2025-08-20,2025-09-17,,31.9,9524.05,line_crew,DEP-TSV-0006
WO-0000188,,FDR-SEQ-0012,REG-SEQ,vegetation_treatment,low,completed,2025-03-18,2025-04-01,2025-04-21,33.4,11129.73,line_crew,DEP-SEQ-0002
WO-0000189,AST--RW-POL-007406,FDR--RW-0123,REG-RW,repair,high,in_progress,2025-09-09,2025-11-01,,27.4,6811.11,substation_crew,DEP--RW-0012
WO-0000190,,FDR-TSV-0074,REG-TSV,vegetation_treatment,medium,in_progress,2025-08-20,2025-09-28,,34.8,20588.17,drone_team,DEP-TSV-0006
WO-0000191,,FDR-TSV-0080,REG-TSV,planned_maintenance,high,approved,2024-06-01,2024-07-02,,7.5,12049.35,line_crew,DEP-TSV-0007
WO-0000192,AST--RW-TRA-006900,FDR--RW-0117,REG-RW,access_remediation,medium,completed,2025-12-21,2026-01-23,2026-02-08,3.9,3895.35,line_crew,DEP--RW-0013
WO-0000193,AST-TSV-POL-004347,FDR-TSV-0081,REG-TSV,replacement,low,scheduled,2024-06-13,2024-07-07,,32.4,14378.04,line_crew,DEP-TSV-0008
WO-0000194,,FDR--RW-0115,REG-RW,inspection,high,approved,2026-02-04,2026-03-04,,24.0,8176.19,substation_crew,DEP--RW-0012
WO-0000195,,FDR--RW-0126,REG-RW,repair,medium,completed,2024-06-07,2024-08-18,2024-08-31,13.4,5935.1,vegetation_crew,DEP--RW-0013
WO-0000196,AST-TSV-POL-004079,FDR-TSV-0077,REG-TSV,repair,medium,scheduled,2024-07-30,2024-10-14,,2.1,5612.84,vegetation_crew,DEP-TSV-0008
WO-0000197,AST-TSV-TRA-004821,FDR-TSV-0087,REG-TSV,planned_maintenance,low,in_progress,2026-02-25,2026-04-03,,21.6,8570.73,drone_team,DEP-TSV-0006
WO-0000198,AST-SEQ-POL-000690,FDR-SEQ-0012,REG-SEQ,storm_response,high,completed,2025-04-22,2025-05-08,2025-06-01,10.3,9102.19,line_crew,DEP-SEQ-0003
WO-0000199,AST--RW-SWI-006282,FDR--RW-0110,REG-RW,vegetation_treatment,high,in_progress,2024-10-16,2024-12-30,,9.6,12305.55,line_crew,DEP--RW-0011
WO-0000200,AST-MKY-CON-002959,FDR-MKY-0058,REG-MKY,storm_response,high,completed,2025-12-11,2026-02-16,2026-02-21,14.6,5441.43,substation_crew,DEP-MKY-0004
WO-0000201,AST--RW-RIN-006527,FDR--RW-0112,REG-RW,replacement,low,scheduled,2025-05-11,2025-07-22,,15.6,8044.69,drone_team,DEP--RW-0011
WO-0000202,,FDR-SEQ-0038,REG-SEQ,inspection,medium,in_progress,2024-05-21,2024-07-03,,3.2,11444.1,drone_team,DEP-SEQ-0003
WO-0000203,AST-MKY-TRA-002350,FDR-MKY-0045,REG-MKY,vegetation_treatment,urgent,in_progress,2025-03-12,2025-04-07,,34.3,16306.29,substation_crew,DEP-MKY-0005
WO-0000204,,FDR--RW-0109,REG-RW,access_remediation,medium,draft,2026-04-28,2026-05-04,,15.5,14229.44,line_crew,DEP--RW-0011
WO-0000205,AST-SEQ-REC-000709,FDR-SEQ-0013,REG-SEQ,storm_response,medium,approved,2024-09-25,2024-10-19,,35.8,18824.72,drone_team,DEP-SEQ-0001
WO-0000206,AST-CQI-REC-005305,FDR-CQI-0095,REG-CQI,repair,medium,completed,2025-09-22,2025-12-13,2026-01-04,24.5,16371.3,line_crew,DEP-CQI-0009
WO-0000207,AST-TSV-TRA-003936,FDR-TSV-0075,REG-TSV,inspection,low,draft,2024-10-16,2024-12-07,,23.1,18071.86,vegetation_crew,DEP-TSV-0006
WO-0000208,,FDR-SEQ-0003,REG-SEQ,vegetation_treatment,medium,scheduled,2024-06-04,2024-08-18,,32.2,15646.99,vegetation_crew,DEP-SEQ-0003
WO-0000209,AST-CQI-POL-005103,FDR-CQI-0092,REG-CQI,vegetation_treatment,medium,completed,2026-03-04,2026-03-12,2026-04-01,6.5,13467.01,vegetation_crew,DEP-CQI-0010
WO-0000210,AST-CQI-SWI-005752,FDR-CQI-0102,REG-CQI,storm_response,high,scheduled,2026-03-21,2026-05-27,,7.0,8894.67,substation_crew,DEP-CQI-0010
WO-0000211,AST-TSV-POL-004407,FDR-TSV-0081,REG-TSV,planned_maintenance,high,scheduled,2024-10-12,2024-10-26,,22.8,11448.08,drone_team,DEP-TSV-0007
WO-0000212,,FDR-SEQ-0012,REG-SEQ,vegetation_treatment,medium,scheduled,2024-09-01,2024-11-15,,31.9,16836.8,line_crew,DEP-SEQ-0001
WO-0000213,AST-MKY-SWI-002216,FDR-MKY-0043,REG-MKY,replacement,medium,completed,2026-04-08,2026-07-02,2026-07-10,32.1,10352.56,substation_crew,DEP-MKY-0005
WO-0000214,AST-SEQ-POL-001018,FDR-SEQ-0019,REG-SEQ,vegetation_treatment,urgent,scheduled,2024-11-09,2025-02-07,,3.2,11747.59,substation_crew,DEP-SEQ-0002
WO-0000215,,FDR-TSV-0066,REG-TSV,inspection,medium,in_progress,2025-07-25,2025-09-29,,29.3,9145.33,drone_team,DEP-TSV-0007
WO-0000216,,FDR-CQI-0097,REG-CQI,vegetation_treatment,low,approved,2025-12-01,2026-02-22,,24.9,11579.6,vegetation_crew,DEP-CQI-0010
WO-0000217,AST--RW-TRA-006578,FDR--RW-0114,REG-RW,vegetation_treatment,medium,in_progress,2025-05-18,2025-07-02,,8.6,3157.62,drone_team,DEP--RW-0012
WO-0000218,AST-SEQ-CON-001393,FDR-SEQ-0026,REG-SEQ,vegetation_treatment,high,scheduled,2025-05-31,2025-08-18,,16.9,11030.61,vegetation_crew,DEP-SEQ-0001
WO-0000219,AST-TSV-CON-004050,FDR-TSV-0076,REG-TSV,vegetation_treatment,medium,completed,2025-07-22,2025-08-13,2025-09-05,25.4,13320.63,drone_team,DEP-TSV-0006
WO-0000220,AST-TSV-POL-003373,FDR-TSV-0066,REG-TSV,replacement,high,scheduled,2026-01-12,2026-03-20,,18.1,4412.11,vegetation_crew,DEP-TSV-0006
WO-0000221,,FDR--RW-0109,REG-RW,storm_response,high,in_progress,2025-11-09,2025-11-29,,8.1,8951.12,drone_team,DEP--RW-0012
WO-0000222,AST--RW-POL-006850,FDR--RW-0116,REG-RW,inspection,low,draft,2024-10-16,2024-12-27,,8.7,5603.82,substation_crew,DEP--RW-0013
WO-0000223,AST--RW-POL-007086,FDR--RW-0119,REG-RW,repair,medium,in_progress,2025-01-18,2025-01-20,,22.4,13182.93,substation_crew,DEP--RW-0013
WO-0000224,AST--RW-TRA-007465,FDR--RW-0124,REG-RW,access_remediation,medium,scheduled,2025-08-27,2025-11-13,,12.3,11554.78,substation_crew,DEP--RW-0012
WO-0000225,AST--RW-REC-007623,FDR--RW-0125,REG-RW,replacement,medium,scheduled,2024-08-19,2024-09-30,,23.3,14099.26,substation_crew,DEP--RW-0012
WO-0000226,,FDR-TSV-0085,REG-TSV,vegetation_treatment,low,in_progress,2025-12-03,2025-12-10,,12.4,9398.6,substation_crew,DEP-TSV-0007
WO-0000227,AST-TSV-POL-004527,FDR-TSV-0084,REG-TSV,vegetation_treatment,medium,draft,2025-01-25,2025-04-10,,5.8,10874.91,vegetation_crew,DEP-TSV-0007
WO-0000228,,FDR-CQI-0106,REG-CQI,replacement,medium,approved,2025-08-30,2025-09-13,,34.7,8630.94,substation_crew,DEP-CQI-0010
WO-0000229,AST-TSV-POL-003385,FDR-TSV-0066,REG-TSV,planned_maintenance,medium,completed,2024-06-19,2024-08-11,2024-09-04,14.7,11361.72,substation_crew,DEP-TSV-0006
WO-0000230,AST-MKY-REC-002322,FDR-MKY-0045,REG-MKY,repair,medium,scheduled,2025-08-17,2025-08-23,,34.2,9919.05,substation_crew,DEP-MKY-0005
WO-0000231,AST-MKY-POL-003185,FDR-MKY-0062,REG-MKY,inspection,high,scheduled,2026-03-24,2026-06-07,,12.4,5145.35,line_crew,DEP-MKY-0005
WO-0000232,AST-CQI-POL-005089,FDR-CQI-0092,REG-CQI,replacement,low,approved,2024-12-15,2025-02-10,,24.0,16247.2,vegetation_crew,DEP-CQI-0010
WO-0000233,AST-TSV-TRA-004355,FDR-TSV-0081,REG-TSV,replacement,urgent,completed,2024-06-02,2024-08-26,2024-08-27,21.3,13162.01,vegetation_crew,DEP-TSV-0006
WO-0000234,AST--RW-POL-006729,FDR--RW-0115,REG-RW,inspection,medium,in_progress,2025-04-21,2025-07-09,,20.2,13045.89,vegetation_crew,DEP--RW-0013
WO-0000235,AST-SEQ-TRA-000774,FDR-SEQ-0014,REG-SEQ,replacement,high,completed,2025-03-30,2025-04-09,2025-04-15,10.7,5479.45,substation_crew,DEP-SEQ-0001
WO-0000236,AST-TSV-POL-004817,FDR-TSV-0087,REG-TSV,access_remediation,medium,cancelled,2024-10-11,2024-11-26,,10.4,7942.54,substation_crew,DEP-TSV-0007
WO-0000237,,FDR-SEQ-0017,REG-SEQ,vegetation_treatment,medium,completed,2026-05-03,2026-05-04,2026-05-20,15.4,6229.65,vegetation_crew,DEP-SEQ-0001
WO-0000238,AST-MKY-REC-003165,FDR-MKY-0062,REG-MKY,storm_response,medium,scheduled,2024-07-11,2024-09-07,,12.7,7063.67,vegetation_crew,DEP-MKY-0004
WO-0000239,AST-TSV-POL-003637,FDR-TSV-0069,REG-TSV,planned_maintenance,low,draft,2024-10-11,2024-11-22,,14.7,5778.83,substation_crew,DEP-TSV-0006
WO-0000240,,FDR--RW-0123,REG-RW,repair,high,scheduled,2025-05-10,2025-08-07,,26.3,14390.9,substation_crew,DEP--RW-0013
WO-0000241,,FDR-TSV-0077,REG-TSV,inspection,medium,completed,2025-12-04,2026-03-04,2026-04-02,10.3,4078.13,substation_crew,DEP-TSV-0008
WO-0000242,AST--RW-POL-006654,FDR--RW-0115,REG-RW,vegetation_treatment,medium,scheduled,2025-03-24,2025-05-22,,3.3,6713.09,substation_crew,DEP--RW-0011
WO-0000243,AST-SEQ-CON-001661,FDR-SEQ-0031,REG-SEQ,planned_maintenance,medium,scheduled,2024-05-20,2024-07-07,,26.2,7813.18,drone_team,DEP-SEQ-0002
WO-0000244,AST-TSV-POL-004070,FDR-TSV-0077,REG-TSV,replacement,high,in_progress,2025-04-12,2025-05-20,,27.8,15986.21,drone_team,DEP-TSV-0008
WO-0000245,AST-TSV-POL-004132,FDR-TSV-0078,REG-TSV,replacement,medium,approved,2024-05-20,2024-05-21,,6.6,9935.68,drone_team,DEP-TSV-0006
WO-0000246,AST-CQI-POL-005031,FDR-CQI-0091,REG-CQI,inspection,urgent,completed,2024-11-28,2024-12-06,2025-01-04,16.0,9538.1,substation_crew,DEP-CQI-0010
WO-0000247,,FDR-TSV-0077,REG-TSV,vegetation_treatment,medium,cancelled,2025-02-04,2025-03-14,,3.5,11482.5,substation_crew,DEP-TSV-0008
WO-0000248,AST-SEQ-POL-001387,FDR-SEQ-0026,REG-SEQ,replacement,medium,in_progress,2024-08-28,2024-11-21,,23.1,13106.93,line_crew,DEP-SEQ-0002
WO-0000249,,FDR-SEQ-0007,REG-SEQ,inspection,high,scheduled,2026-01-09,2026-01-27,,21.7,12258.42,substation_crew,DEP-SEQ-0001
WO-0000250,,FDR-TSV-0086,REG-TSV,inspection,medium,completed,2026-03-28,2026-05-14,2026-06-06,18.6,8985.53,drone_team,DEP-TSV-0007
WO-0000251,,FDR-MKY-0056,REG-MKY,inspection,high,draft,2025-06-17,2025-08-20,,10.5,14578.24,drone_team,DEP-MKY-0005
WO-0000252,AST-CQI-POL-005079,FDR-CQI-0092,REG-CQI,inspection,high,approved,2025-11-28,2026-02-17,,5.2,4582.82,drone_team,DEP-CQI-0009
WO-0000253,AST-SEQ-TRA-001916,FDR-SEQ-0037,REG-SEQ,vegetation_treatment,low,completed,2024-12-05,2025-01-03,2025-01-25,9.4,14089.79,substation_crew,DEP-SEQ-0003
WO-0000254,AST--RW-POL-006607,FDR--RW-0114,REG-RW,vegetation_treatment,medium,approved,2025-10-05,2025-12-19,,10.3,5200.02,vegetation_crew,DEP--RW-0011
WO-0000255,AST-CQI-TRA-005506,FDR-CQI-0098,REG-CQI,inspection,medium,completed,2025-02-05,2025-02-10,2025-02-18,12.4,7218.29,vegetation_crew,DEP-CQI-0009
WO-0000256,,FDR--RW-0116,REG-RW,replacement,low,scheduled,2025-05-22,2025-08-12,,28.2,11133.14,substation_crew,DEP--RW-0012
WO-0000257,,FDR-SEQ-0039,REG-SEQ,planned_maintenance,low,approved,2026-04-10,2026-04-17,,30.2,12517.04,vegetation_crew,DEP-SEQ-0002
WO-0000258,AST-SEQ-CON-001482,FDR-SEQ-0027,REG-SEQ,inspection,high,approved,2024-06-20,2024-09-03,,4.8,5726.29,line_crew,DEP-SEQ-0001
WO-0000259,AST-SEQ-POL-000299,FDR-SEQ-0007,REG-SEQ,inspection,low,scheduled,2025-02-08,2025-03-09,,18.1,10528.06,substation_crew,DEP-SEQ-0003
WO-0000260,AST-MKY-SWI-002957,FDR-MKY-0058,REG-MKY,repair,high,in_progress,2025-11-15,2025-12-05,,9.1,5783.34,drone_team,DEP-MKY-0005
WO-0000261,,FDR-CQI-0103,REG-CQI,repair,high,completed,2025-04-09,2025-06-03,2025-06-10,19.1,9467.83,vegetation_crew,DEP-CQI-0009
WO-0000262,AST-MKY-POL-002379,FDR-MKY-0046,REG-MKY,repair,medium,in_progress,2026-04-01,2026-04-14,,19.3,17014.47,drone_team,DEP-MKY-0004
WO-0000263,AST-SEQ-REC-000097,FDR-SEQ-0003,REG-SEQ,planned_maintenance,high,cancelled,2025-04-03,2025-05-22,,13.4,7838.79,substation_crew,DEP-SEQ-0001
WO-0000264,AST-SEQ-SWI-000379,FDR-SEQ-0008,REG-SEQ,replacement,high,draft,2025-09-18,2025-12-02,,24.7,15629.98,drone_team,DEP-SEQ-0001
WO-0000265,,FDR-CQI-0100,REG-CQI,repair,high,scheduled,2024-11-20,2024-12-01,,17.1,9249.71,vegetation_crew,DEP-CQI-0009
WO-0000266,,FDR--RW-0122,REG-RW,repair,medium,in_progress,2025-06-26,2025-06-30,,28.6,15906.87,substation_crew,DEP--RW-0011
WO-0000267,,FDR--RW-0115,REG-RW,planned_maintenance,high,in_progress,2024-06-15,2024-08-15,,34.4,7775.16,substation_crew,DEP--RW-0013
WO-0000268,AST--RW-TRA-006125,FDR--RW-0109,REG-RW,replacement,medium,scheduled,2025-08-02,2025-09-25,,5.3,8432.2,drone_team,DEP--RW-0011
WO-0000269,AST-MKY-POL-002225,FDR-MKY-0043,REG-MKY,vegetation_treatment,medium,in_progress,2025-03-07,2025-04-28,,34.3,17352.1,vegetation_crew,DEP-MKY-0005
WO-0000270,AST--RW-POL-007779,FDR--RW-0126,REG-RW,vegetation_treatment,high,scheduled,2025-10-17,2025-12-26,,21.6,10796.64,vegetation_crew,DEP--RW-0012
WO-0000271,AST-CQI-POL-006060,FDR-CQI-0107,REG-CQI,vegetation_treatment,high,scheduled,2024-08-02,2024-09-25,,26.2,9386.2,vegetation_crew,DEP-CQI-0010
WO-0000272,AST-TSV-POL-003385,FDR-TSV-0066,REG-TSV,access_remediation,medium,scheduled,2024-10-20,2024-11-06,,5.4,2889.86,drone_team,DEP-TSV-0007
WO-0000273,AST-MKY-POL-002588,FDR-MKY-0050,REG-MKY,vegetation_treatment,low,completed,2026-04-19,2026-04-28,2026-05-01,10.5,5955.29,drone_team,DEP-MKY-0004
WO-0000274,AST-CQI-POL-005206,FDR-CQI-0094,REG-CQI,inspection,low,completed,2025-01-01,2025-01-03,2025-01-03,30.7,12046.0,line_crew,DEP-CQI-0010
WO-0000275,AST-MKY-POL-003294,FDR-MKY-0064,REG-MKY,replacement,low,completed,2026-04-20,2026-05-07,2026-05-20,9.9,11652.29,substation_crew,DEP-MKY-0004
WO-0000276,AST-TSV-POL-004077,FDR-TSV-0077,REG-TSV,inspection,low,in_progress,2026-04-20,2026-05-30,,15.4,11719.76,vegetation_crew,DEP-TSV-0006
WO-0000277,AST-MKY-TRA-002350,FDR-MKY-0045,REG-MKY,access_remediation,high,completed,2025-07-16,2025-08-18,2025-09-09,26.7,14828.01,vegetation_crew,DEP-MKY-0005
WO-0000278,AST--RW-POL-006994,FDR--RW-0118,REG-RW,access_remediation,low,scheduled,2026-01-16,2026-03-28,,8.5,4673.5,vegetation_crew,DEP--RW-0011
WO-0000279,,FDR--RW-0124,REG-RW,replacement,high,cancelled,2024-09-16,2024-10-09,,2.7,6737.7,line_crew,DEP--RW-0011
WO-0000280,,FDR-MKY-0055,REG-MKY,inspection,low,completed,2024-07-20,2024-08-02,2024-08-31,31.8,14639.86,line_crew,DEP-MKY-0005
WO-0000281,,FDR-CQI-0092,REG-CQI,planned_maintenance,urgent,scheduled,2024-08-10,2024-08-25,,15.4,13217.97,line_crew,DEP-CQI-0010
WO-0000282,AST-TSV-POL-003755,FDR-TSV-0071,REG-TSV,planned_maintenance,high,completed,2026-02-04,2026-03-11,2026-03-30,3.1,2359.16,substation_crew,DEP-TSV-0006
WO-0000283,,FDR--RW-0116,REG-RW,inspection,low,cancelled,2025-05-14,2025-07-03,,27.1,15404.91,line_crew,DEP--RW-0012
WO-0000284,AST-TSV-CON-004050,FDR-TSV-0076,REG-TSV,planned_maintenance,high,scheduled,2024-06-19,2024-06-24,,19.1,11028.26,vegetation_crew,DEP-TSV-0008
WO-0000285,AST--RW-POL-007743,FDR--RW-0126,REG-RW,planned_maintenance,medium,scheduled,2026-03-04,2026-04-15,,28.7,18342.05,line_crew,DEP--RW-0013
WO-0000286,,FDR-CQI-0105,REG-CQI,inspection,low,approved,2026-02-26,2026-03-08,,32.3,14368.42,vegetation_crew,DEP-CQI-0009
WO-0000287,AST-SEQ-SWI-000786,FDR-SEQ-0014,REG-SEQ,storm_response,low,scheduled,2024-07-02,2024-07-13,,14.7,7081.16,vegetation_crew,DEP-SEQ-0001
WO-0000288,,FDR-MKY-0062,REG-MKY,inspection,low,scheduled,2025-08-27,2025-11-08,,18.6,7202.71,drone_team,DEP-MKY-0005
WO-0000289,,FDR--RW-0127,REG-RW,inspection,low,scheduled,2026-04-19,2026-06-13,,7.8,10537.83,substation_crew,DEP--RW-0012
WO-0000290,AST-SEQ-POL-002058,FDR-SEQ-0040,REG-SEQ,replacement,high,cancelled,2025-07-06,2025-09-05,,3.8,6838.78,line_crew,DEP-SEQ-0003
WO-0000291,,FDR-SEQ-0033,REG-SEQ,planned_maintenance,low,completed,2025-05-31,2025-08-24,2025-09-18,2.2,6998.24,substation_crew,DEP-SEQ-0003
WO-0000292,AST-CQI-CON-005958,FDR-CQI-0105,REG-CQI,planned_maintenance,medium,completed,2024-11-30,2024-12-27,2025-01-25,35.7,22842.46,drone_team,DEP-CQI-0009
WO-0000293,AST--RW-REC-007739,FDR--RW-0126,REG-RW,inspection,low,draft,2024-06-17,2024-07-20,,13.1,10201.56,vegetation_crew,DEP--RW-0013
WO-0000294,AST-SEQ-SWI-000786,FDR-SEQ-0014,REG-SEQ,repair,low,scheduled,2025-01-25,2025-02-05,,2.5,2847.91,vegetation_crew,DEP-SEQ-0002
WO-0000295,,FDR-SEQ-0020,REG-SEQ,vegetation_treatment,medium,completed,2024-10-15,2024-11-20,2024-12-12,11.6,12013.62,drone_team,DEP-SEQ-0002
WO-0000296,,FDR-TSV-0081,REG-TSV,inspection,medium,scheduled,2024-07-02,2024-09-15,,4.5,3619.38,drone_team,DEP-TSV-0008
WO-0000297,,FDR--RW-0114,REG-RW,vegetation_treatment,high,in_progress,2025-02-12,2025-04-24,,10.5,11304.69,line_crew,DEP--RW-0013
WO-0000298,AST--RW-POL-007899,FDR--RW-0128,REG-RW,planned_maintenance,medium,scheduled,2025-08-09,2025-08-22,,30.4,13558.36,line_crew,DEP--RW-0013
WO-0000299,,FDR-TSV-0066,REG-TSV,vegetation_treatment,low,cancelled,2024-12-23,2025-02-18,,22.1,12183.3,vegetation_crew,DEP-TSV-0008
WO-0000300,,FDR--RW-0119,REG-RW,repair,low,cancelled,2025-01-16,2025-03-15,,19.5,8805.16,substation_crew,DEP--RW-0013
WO-0000301,AST-SEQ-POL-002005,FDR-SEQ-0039,REG-SEQ,repair,medium,cancelled,2026-02-20,2026-03-22,,10.2,10267.88,substation_crew,DEP-SEQ-0001
WO-0000302,AST-SEQ-SEC-000223,FDR-SEQ-0005,REG-SEQ,inspection,high,completed,2024-09-26,2024-11-14,2024-11-26,7.6,3359.96,substation_crew,DEP-SEQ-0003
WO-0000303,AST-CQI-POL-005140,FDR-CQI-0093,REG-CQI,inspection,medium,draft,2026-05-01,2026-06-29,,21.2,7049.05,vegetation_crew,DEP-CQI-0010
WO-0000304,AST-CQI-TRA-005840,FDR-CQI-0103,REG-CQI,planned_maintenance,medium,in_progress,2025-06-27,2025-09-07,,7.9,8270.75,vegetation_crew,DEP-CQI-0010
WO-0000305,AST-SEQ-TRA-002164,FDR-SEQ-0042,REG-SEQ,vegetation_treatment,low,scheduled,2025-07-25,2025-09-06,,36.0,14121.25,vegetation_crew,DEP-SEQ-0002
WO-0000306,,FDR-SEQ-0007,REG-SEQ,vegetation_treatment,high,scheduled,2025-01-28,2025-03-05,,22.5,13759.52,vegetation_crew,DEP-SEQ-0001
WO-0000307,,FDR-SEQ-0009,REG-SEQ,planned_maintenance,medium,completed,2026-01-11,2026-03-08,2026-03-10,23.9,8644.47,drone_team,DEP-SEQ-0002
WO-0000308,AST--RW-POL-006801,FDR--RW-0116,REG-RW,replacement,high,completed,2024-06-25,2024-09-21,2024-09-26,29.1,16269.31,substation_crew,DEP--RW-0011
WO-0000309,AST-TSV-SWI-003494,FDR-TSV-0067,REG-TSV,inspection,low,scheduled,2024-07-01,2024-07-30,,23.7,12469.03,drone_team,DEP-TSV-0008
