defect_id,inspection_id,asset_id,defect_type,severity,detected_date,target_rectification_date,status,safety_risk_score,reliability_risk_score
DEF-00000223,INS-0000478,AST-CQI-POL-006086,termite_damage,high,2025-08-08,2025-10-02,open,25.8,46.5
DEF-00000224,INS-0000479,AST-SEQ-POL-000892,lightning_damage,medium,2025-05-13,2025-07-02,open,23.0,26.1
DEF-00000225,INS-0000485,AST-TSV-POL-004397,flood_damage,critical,2025-03-05,2025-04-28,planned,41.5,78.1
DEF-00000226,INS-0000490,AST-MKY-TRA-002431,vegetation_clearance,low,2025-10-04,2026-01-16,open,7.8,30.9
DEF-00000227,INS-0000493,AST--RW-POL-007060,vegetation_clearance,high,2025-04-07,2025-08-03,deferred,40.7,53.4
DEF-00000228,INS-0000494,AST--RW-SWI-006960,insulator_damage,low,2025-06-30,2025-12-15,open,14.5,1
DEF-00000229,INS-0000495,AST-TSV-POL-003398,crossarm_corrosion,low,2025-01-23,2025-03-01,open,37.1,31.2
DEF-00000230,INS-0000495,AST-TSV-POL-003398,insulator_damage,low,2025-01-23,2025-02-03,deferred,28.0,27.2
DEF-00000231,INS-0000498,AST-SEQ-POL-000037,conductor_sag,high,2025-07-29,2025-10-03,deferred,38.0,40.1
DEF-00000232,INS-0000500,AST-SEQ-POL-000554,crossarm_corrosion,low,2025-02-14,2025-04-30,open,33.0,5.5
DEF-00000233,INS-0000503,AST-TSV-POL-003823,crossarm_corrosion,high,2025-12-15,2026-02-05,planned,51.7,46.3
DEF-00000234,INS-0000506,AST-TSV-POL-004183,flood_damage,medium,2025-05-03,2025-09-28,open,48.1,39.3
DEF-00000235,INS-0000510,AST-SEQ-POL-000425,flood_damage,critical,2026-04-23,2026-06-18,open,54.4,54.6
DEF-00000236,INS-0000512,AST-TSV-POL-004183,conductor_sag,medium,2025-06-14,2025-11-27,open,14.7,20.1
DEF-00000237,INS-0000514,AST-MKY-TRA-002262,flood_damage,low,2026-02-07,2026-06-21,planned,23.8,16.4
DEF-00000238,INS-0000515,AST-CQI-POL-005519,oil_leak,medium,2025-12-17,2026-01-17,closed,37.3,36.0
DEF-00000239,INS-0000517,AST--RW-RIN-006358,lightning_damage,low,2025-12-29,2026-05-02,open,32.8,19.3
DEF-00000240,INS-0000525,AST-SEQ-POL-002144,conductor_sag,low,2026-03-07,2026-08-23,planned,22.0,37.2
DEF-00000241,INS-0000530,AST-CQI-TRA-005673,lightning_damage,medium,2026-05-09,2026-08-23,open,16.7,15.8
DEF-00000242,INS-0000531,AST-MKY-POL-002671,crossarm_corrosion,critical,2025-07-25,2025-08-16,deferred,39.9,48.8
DEF-00000243,INS-0000532,AST--RW-REC-006609,vegetation_clearance,low,2025-04-11,2025-07-22,planned,18.2,29.0
DEF-00000244,INS-0000537,AST-SEQ-POL-001518,vegetation_clearance,low,2025-03-05,2025-07-29,open,20.5,38.0
DEF-00000245,INS-0000537,AST-SEQ-POL-001518,termite_damage,high,2025-03-05,2025-06-03,closed,50.3,47.7
DEF-00000246,INS-0000538,AST-MKY-POL-003267,vegetation_clearance,low,2025-08-22,2025-10-30,open,22.4,28.2
DEF-00000247,INS-0000541,AST-SEQ-POL-001313,crossarm_corrosion,low,2024-12-07,2025-01-27,planned,6.0,21.6
DEF-00000248,INS-0000544,AST-SEQ-TRA-002004,oil_leak,medium,2026-04-23,2026-09-13,planned,21.8,15.5
DEF-00000249,INS-0000548,AST-CQI-TRA-005389,oil_leak,low,2025-07-07,2025-09-13,open,20.1,66.2
DEF-00000250,INS-0000548,AST-CQI-TRA-005389,vegetation_clearance,low,2025-07-07,2025-07-28,open,24.4,54.4
DEF-00000251,INS-0000549,AST-CQI-SWI-006046,access_blocked,high,2025-08-01,2025-08-19,planned,45.0,49.5
DEF-00000252,INS-0000550,AST--RW-POL-007435,flood_damage,critical,2025-09-01,2025-10-19,planned,52.4,42.4
DEF-00000253,INS-0000551,AST-MKY-POL-002408,termite_damage,high,2025-02-16,2025-07-23,open,41.2,64.4
DEF-00000254,INS-0000558,AST-TSV-POL-003951,oil_leak,medium,2025-10-09,2026-01-20,open,20.1,36.6
DEF-00000255,INS-0000561,AST-TSV-POL-003580,vegetation_clearance,high,2024-12-09,2025-01-26,open,50.1,37.7
DEF-00000256,INS-0000565,AST-CQI-POL-005229,conductor_sag,medium,2026-04-13,2026-08-04,open,20.7,29.2
DEF-00000257,INS-0000567,AST-CQI-POL-005193,insulator_damage,medium,2026-01-19,2026-06-25,open,16.5,28.1
DEF-00000258,INS-0000574,AST--RW-POL-007651,termite_damage,low,2025-05-13,2025-06-23,open,43.1,34.5
DEF-00000259,INS-0000574,AST--RW-POL-007651,termite_damage,medium,2025-05-13,2025-09-05,planned,37.4,48.1
DEF-00000260,INS-0000574,AST--RW-POL-007651,insulator_damage,low,2025-05-13,2025-11-04,planned,61.0,19.9
DEF-00000261,INS-0000578,AST-MKY-CON-002959,termite_damage,high,2026-03-17,2026-05-28,open,44.9,54.9
DEF-00000262,INS-0000579,AST-TSV-POL-004372,termite_damage,low,2025-01-07,2025-05-09,open,18.6,39.8
DEF-00000263,INS-0000580,AST-SEQ-POL-000409,lightning_damage,high,2026-05-13,2026-07-23,closed,54.6,44.8
DEF-00000264,INS-0000582,AST-SEQ-POL-001524,leaning_pole,high,2025-08-30,2025-12-30,deferred,30.5,42.9
DEF-00000265,INS-0000589,AST-CQI-POL-005798,crossarm_corrosion,low,2026-03-22,2026-04-22,planned,29.2,25.4
DEF-00000266,INS-0000599,AST-TSV-POL-004393,conductor_sag,medium,2026-02-20,2026-03-12,planned,27.4,37.8
DEF-00000267,INS-0000599,AST-TSV-POL-004393,access_blocked,low,2026-02-20,2026-05-31,planned,9.9,35.2
DEF-00000268,INS-0000600,AST-TSV-REC-004403,access_blocked,low,2026-04-06,2026-06-04,open,17.5,37.1
DEF-00000269,INS-0000604,AST-SEQ-POL-000446,vegetation_clearance,high,2025-10-10,2026-03-01,open,37.8,46.8
DEF-00000270,INS-0000607,AST-TSV-CON-004152,crossarm_corrosion,high,2024-12-16,2025-03-01,closed,51.4,48.9
DEF-00000271,INS-0000608,AST--RW-POL-007175,access_blocked,low,2026-04-08,2026-07-31,closed,13.1,25.1
DEF-00000272,INS-0000618,AST--RW-CON-006740,access_blocked,low,2025-05-16,2025-10-28,planned,21.9,24.8
DEF-00000273,INS-0000622,AST-TSV-POL-004415,conductor_sag,medium,2025-01-26,2025-02-22,open,25.9,40.2
DEF-00000274,INS-0000622,AST-TSV-POL-004415,insulator_damage,medium,2025-01-26,2025-03-05,open,30.6,20.4
DEF-00000275,INS-0000623,AST-SEQ-POL-000486,leaning_pole,low,2025-04-30,2025-08-11,open,27.2,24.3
DEF-00000276,INS-0000628,AST--RW-POL-007115,vegetation_clearance,high,2025-11-02,2026-03-09,closed,62.6,48.1
DEF-00000277,INS-0000629,AST-TSV-POL-004616,termite_damage,medium,2025-02-23,2025-04-11,planned,20.6,40.2
DEF-00000278,INS-0000629,AST-TSV-POL-004616,insulator_damage,low,2025-02-23,2025-05-12,planned,10.1,39.8
DEF-00000279,INS-0000634,AST-SEQ-CON-000563,crossarm_corrosion,high,2025-07-19,2025-08-02,planned,27.7,54.6
DEF-00000280,INS-0000634,AST-SEQ-CON-000563,crossarm_corrosion,high,2025-07-19,2025-09-30,closed,24.3,48.0
DEF-00000281,INS-0000635,AST-TSV-POL-004859,leaning_pole,low,2025-10-13,2025-10-24,open,31.5,22.4
DEF-00000282,INS-0000640,AST--RW-POL-006737,insulator_damage,medium,2026-04-11,2026-09-09,open,31.2,15.9
DEF-00000283,INS-0000641,AST-MKY-SEC-002388,conductor_sag,medium,2025-08-22,2025-09-26,planned,6.5,21.1
DEF-00000284,INS-0000644,AST-CQI-POL-005696,access_blocked,medium,2026-01-13,2026-06-30,open,20.0,15.0
DEF-00000285,INS-0000650,AST-SEQ-POL-000406,access_blocked,medium,2025-04-27,2025-07-23,deferred,33.9,10.4
DEF-00000286,INS-0000655,AST-MKY-RIN-002796,lightning_damage,high,2025-08-30,2026-01-18,planned,53.9,61.2
DEF-00000287,INS-0000660,AST--RW-SEC-006793,access_blocked,high,2025-01-16,2025-06-30,open,50.0,39.4
DEF-00000288,INS-0000660,AST--RW-SEC-006793,termite_damage,high,2025-01-16,2025-06-15,open,45.9,47.5
DEF-00000289,INS-0000663,AST-TSV-TRA-004291,lightning_damage,low,2025-07-18,2025-10-19,open,47.3,28.8
DEF-00000290,INS-0000668,AST-TSV-POL-004632,access_blocked,medium,2025-03-09,2025-04-09,closed,14.5,35.4
DEF-00000291,INS-0000671,AST-TSV-POL-004107,oil_leak,low,2025-09-20,2025-11-02,open,6.0,26.7
DEF-00000292,INS-0000674,AST--RW-POL-006607,insulator_damage,medium,2025-04-19,2025-09-10,closed,1,47.3
DEF-00000293,INS-0000679,AST-CQI-REC-005725,oil_leak,critical,2025-03-08,2025-06-16,closed,43.0,55.5
DEF-00000294,INS-0000682,AST-CQI-REC-005121,oil_leak,medium,2026-03-12,2026-06-24,open,1,20.8
DEF-00000295,INS-0000683,AST-TSV-CON-004880,termite_damage,medium,2025-04-19,2025-04-26,closed,17.8,38.6
DEF-00000296,INS-0000683,AST-TSV-CON-004880,crossarm_corrosion,medium,2025-04-19,2025-09-02,planned,9.5,39.9
DEF-00000297,INS-0000686,AST-CQI-POL-005973,leaning_pole,medium,2026-02-03,2026-04-07,open,36.0,56.8
DEF-00000298,INS-0000687,AST-SEQ-POL-000755,insulator_damage,high,2025-07-26,2025-11-17,open,53.6,39.6
DEF-00000299,INS-0000688,AST-TSV-POL-004111,crossarm_corrosion,critical,2025-09-13,2025-11-02,open,54.6,55.8
DEF-00000300,INS-0000690,AST-TSV-POL-004382,lightning_damage,medium,2025-12-23,2026-05-11,closed,26.2,1
DEF-00000301,INS-0000691,AST-MKY-POL-002588,oil_leak,low,2025-02-01,2025-05-30,closed,49.4,16.6
DEF-00000302,INS-0000694,AST-SEQ-REC-000405,oil_leak,low,2025-04-18,2025-05-11,open,12.1,40.8
DEF-00000303,INS-0000695,AST-SEQ-POL-002041,lightning_damage,high,2025-05-25,2025-11-16,open,49.8,67.5
DEF-00000304,INS-0000695,AST-SEQ-POL-002041,flood_damage,medium,2025-05-25,2025-09-30,open,2.4,4.3
DEF-00000305,INS-0000695,AST-SEQ-POL-002041,crossarm_corrosion,low,2025-05-25,2025-07-30,planned,12.1,42.3
DEF-00000306,INS-0000696,AST-CQI-POL-005547,insulator_damage,low,2024-12-18,2025-01-04,planned,29.3,34.8
DEF-00000307,INS-0000698,AST-SEQ-POL-001861,termite_damage,low,2025-01-02,2025-03-01,planned,53.1,15.2
DEF-00000308,INS-0000698,AST-SEQ-POL-001861,termite_damage,high,2025-01-02,2025-03-26,planned,57.1,73.9
DEF-00000309,INS-0000700,AST-CQI-POL-005448,flood_damage,high,2026-04-24,2026-08-18,open,51.0,41.9
DEF-00000310,INS-0000705,AST-SEQ-POL-000359,leaning_pole,critical,2025-12-02,2026-02-03,open,34.8,56.0
DEF-00000311,INS-0000705,AST-SEQ-POL-000359,termite_damage,low,2025-12-02,2026-04-29,open,13.0,23.5
DEF-00000312,INS-0000708,AST-SEQ-RIN-001938,flood_damage,medium,2025-06-21,2025-11-14,deferred,31.5,37.7
DEF-00000313,INS-0000709,AST-TSV-POL-004400,vegetation_clearance,medium,2026-03-26,2026-05-16,deferred,1,22.8
DEF-00000314,INS-0000711,AST-TSV-POL-003671,access_blocked,high,2025-01-09,2025-05-28,open,47.5,46.5
DEF-00000315,INS-0000713,AST-SEQ-TRA-001355,flood_damage,medium,2025-09-21,2025-12-04,planned,30.3,12.1
DEF-00000316,INS-0000714,AST-MKY-CON-002419,insulator_damage,low,2026-04-13,2026-06-07,deferred,34.2,18.8
DEF-00000317,INS-0000717,AST-MKY-REC-002953,access_blocked,medium,2025-05-24,2025-10-16,open,31.4,20.1
DEF-00000318,INS-0000717,AST-MKY-REC-002953,vegetation_clearance,high,2025-05-24,2025-06-01,planned,42.8,39.9
DEF-00000319,INS-0000720,AST-TSV-RIN-004759,conductor_sag,high,2025-10-22,2026-04-16,open,46.8,54.1
DEF-00000320,INS-0000720,AST-TSV-RIN-004759,leaning_pole,low,2025-10-22,2026-03-23,open,11.8,25.2
DEF-00000321,INS-0000721,AST-SEQ-POL-001097,oil_leak,low,2025-03-21,2025-06-19,open,16.0,35.5
DEF-00000322,INS-0000731,AST-TSV-CON-003545,crossarm_corrosion,low,2025-01-13,2025-04-08,closed,25.9,44.4
DEF-00000323,INS-0000741,AST-TSV-TRA-003939,termite_damage,medium,2026-03-29,2026-08-31,open,17.0,43.4
DEF-00000324,INS-0000742,AST-MKY-TRA-002693,flood_damage,medium,2026-01-12,2026-03-04,planned,34.7,18.6
DEF-00000325,INS-0000743,AST--RW-POL-006412,termite_damage,high,2025-10-17,2026-03-21,open,27.6,46.7
DEF-00000326,INS-0000747,AST-SEQ-POL-002002,flood_damage,low,2025-11-08,2025-11-30,open,26.3,47.7
DEF-00000327,INS-0000747,AST-SEQ-POL-002002,flood_damage,low,2025-11-08,2026-04-15,open,32.0,22.4
DEF-00000328,INS-0000749,AST-MKY-TRA-002988,access_blocked,medium,2025-04-19,2025-09-04,closed,28.0,21.8
DEF-00000329,INS-0000749,AST-MKY-TRA-002988,access_blocked,high,2025-04-19,2025-10-10,closed,45.8,37.5
DEF-00000330,INS-0000749,AST-MKY-TRA-002988,lightning_damage,low,2025-04-19,2025-05-12,open,20.7,18.8
DEF-00000331,INS-0000752,AST-CQI-POL-006030,leaning_pole,low,2026-02-18,2026-06-04,open,24.5,39.2
DEF-00000332,INS-0000755,AST--RW-SEC-006898,flood_damage,low,2025-03-29,2025-04-11,planned,35.4,18.9
DEF-00000333,INS-0000755,AST--RW-SEC-006898,vegetation_clearance,medium,2025-03-29,2025-09-04,planned,20.2,17.1
DEF-00000334,INS-0000756,AST--RW-TRA-007193,lightning_damage,low,2024-12-19,2025-04-13,planned,20.7,25.7
DEF-00000335,INS-0000757,AST-MKY-POL-002883,oil_leak,medium,2025-07-23,2025-08-24,closed,23.6,15.6
DEF-00000336,INS-0000757,AST-MKY-POL-002883,access_blocked,medium,2025-07-23,2025-09-27,planned,42.0,23.4
DEF-00000337,INS-0000762,AST--RW-TRA-006820,crossarm_corrosion,high,2025-08-23,2025-09-19,planned,37.7,65.7
DEF-00000338,INS-0000764,AST-TSV-TRA-004355,crossarm_corrosion,high,2024-12-26,2025-05-09,open,58.1,59.6
DEF-00000339,INS-0000765,AST-TSV-POL-004793,crossarm_corrosion,high,2025-11-27,2026-04-22,open,51.5,59.4
DEF-00000340,INS-0000767,AST-SEQ-POL-000367,termite_damage,low,2025-08-28,2026-02-11,planned,31.3,22.6
DEF-00000341,INS-0000768,AST-CQI-POL-006016,termite_damage,high,2025-11-21,2026-05-20,open,29.2,44.6
DEF-00000342,INS-0000771,AST-SEQ-TRA-001769,vegetation_clearance,low,2025-01-04,2025-06-08,open,19.8,39.1
DEF-00000343,INS-0000774,AST-MKY-POL-003085,insulator_damage,critical,2025-05-12,2025-06-08,planned,60.5,46.1
DEF-00000344,INS-0000778,AST-TSV-TRA-003960,vegetation_clearance,medium,2025-01-24,2025-07-04,closed,33.6,9.9
DEF-00000345,INS-0000778,AST-TSV-TRA-003960,flood_damage,low,2025-01-24,2025-07-20,open,11.7,34.5
DEF-00000346,INS-0000780,AST--RW-POL-006198,oil_leak,low,2026-02-20,2026-06-17,open,16.0,47.5
DEF-00000347,INS-0000788,AST-CQI-POL-005675,vegetation_clearance,low,2026-03-04,2026-06-18,open,19.5,12.4
DEF-00000348,INS-0000790,AST-MKY-POL-002233,vegetation_clearance,medium,2025-11-13,2026-02-12,open,25.5,2.4
DEF-00000349,INS-0000794,AST-TSV-POL-003947,oil_leak,low,2025-11-18,2026-01-03,planned,43.0,24.8
DEF-00000350,INS-0000796,AST--RW-POL-006241,vegetation_clearance,low,2026-05-05,2026-05-13,planned,20.5,9.6
DEF-00000351,INS-0000802,AST-MKY-POL-003185,leaning_pole,high,2026-01-09,2026-01-22,open,51.8,72.1
DEF-00000352,INS-0000802,AST-MKY-POL-003185,conductor_sag,medium,2026-01-09,2026-07-04,open,1,14.3
DEF-00000353,INS-0000804,AST--RW-POL-007243,oil_leak,medium,2026-03-28,2026-09-23,planned,39.3,25.7
DEF-00000354,INS-0000804,AST--RW-POL-007243,crossarm_corrosion,medium,2026-03-28,2026-07-24,open,34.2,30.7
DEF-00000355,INS-0000807,AST--RW-POL-006932,leaning_pole,medium,2025-05-04,2025-08-03,open,20.5,9.6
DEF-00000356,INS-0000810,AST-SEQ-POL-001971,conductor_sag,medium,2025-04-28,2025-08-11,deferred,28.9,22.5
DEF-00000357,INS-0000811,AST-MKY-REC-003198,insulator_damage,medium,2025-10-28,2025-12-20,planned,1,27.5
DEF-00000358,INS-0000812,AST-SEQ-POL-001626,crossarm_corrosion,medium,2026-05-09,2026-10-12,open,16.4,19.7
DEF-00000359,INS-0000813,AST-SEQ-POL-001942,termite_damage,low,2026-02-10,2026-04-08,planned,9.2,27.4
DEF-00000360,INS-0000814,AST-TSV-POL-004338,oil_leak,medium,2025-01-24,2025-06-09,planned,9.8,18.7
DEF-00000361,INS-0000814,AST-TSV-POL-004338,insulator_damage,medium,2025-01-24,2025-05-23,open,29.2,22.8
DEF-00000362,INS-0000814,AST-TSV-POL-004338,leaning_pole,high,2025-01-24,2025-05-27,closed,63.0,63.7
DEF-00000363,INS-0000815,AST-SEQ-POL-000057,oil_leak,medium,2025-04-17,2025-10-13,open,16.9,12.4
DEF-00000364,INS-0000819,AST-SEQ-POL-000672,conductor_sag,medium,2025-02-11,2025-03-30,open,27.6,21.3
DEF-00000365,INS-0000820,AST-SEQ-POL-000545,flood_damage,low,2025-06-14,2025-09-06,open,1,22.8
DEF-00000366,INS-0000820,AST-SEQ-POL-000545,lightning_damage,medium,2025-06-14,2025-09-22,closed,26.0,47.1
DEF-00000367,INS-0000823,AST-MKY-POL-002206,vegetation_clearance,high,2026-04-12,2026-09-23,planned,46.9,42.8
DEF-00000368,INS-0000825,AST-SEQ-TRA-001507,conductor_sag,low,2024-12-17,2025-06-01,open,13.9,29.4
DEF-00000369,INS-0000827,AST-TSV-POL-004400,oil_leak,low,2025-04-18,2025-08-21,planned,25.2,1.2
DEF-00000370,INS-0000829,AST-CQI-POL-005127,oil_leak,low,2025-10-27,2026-03-19,open,3.4,57.6
DEF-00000371,INS-0000831,AST--RW-POL-007424,access_blocked,medium,2025-11-18,2026-03-14,planned,32.3,11.8
DEF-00000372,INS-0000832,AST-SEQ-SWI-001104,termite_damage,low,2025-01-10,2025-06-30,open,24.9,52.6
DEF-00000373,INS-0000836,AST--RW-POL-007704,crossarm_corrosion,medium,2025-02-06,2025-05-05,closed,20.2,40.2
DEF-00000374,INS-0000839,AST--RW-POL-006573,crossarm_corrosion,medium,2025-12-06,2026-03-15,planned,11.8,22.8
DEF-00000375,INS-0000840,AST-CQI-POL-005722,insulator_damage,medium,2025-10-23,2025-10-31,planned,44.3,30.9
DEF-00000376,INS-0000844,AST-SEQ-POL-000701,flood_damage,medium,2025-05-05,2025-08-10,closed,19.0,10.7
DEF-00000377,INS-0000847,AST-TSV-TRA-004355,leaning_pole,medium,2025-09-09,2025-10-10,open,17.6,37.0
DEF-00000378,INS-0000851,AST--RW-POL-006155,conductor_sag,medium,2024-12-05,2025-04-01,open,6.5,31.0
DEF-00000379,INS-0000852,AST-MKY-POL-003075,insulator_damage,medium,2026-03-26,2026-07-14,planned,44.7,28.2
DEF-00000380,INS-0000855,AST-TSV-CON-003362,termite_damage,low,2026-03-22,2026-04-05,planned,31.2,25.3
DEF-00000381,INS-0000859,AST-TSV-POL-003593,lightning_damage,medium,2024-12-23,2025-03-31,closed,12.6,34.4
DEF-00000382,INS-0000863,AST-TSV-CON-004530,termite_damage,high,2025-06-16,2025-07-05,closed,72.7,53.3
DEF-00000383,INS-0000867,AST-TSV-POL-003446,conductor_sag,critical,2025-01-14,2025-03-06,planned,44.4,37.7
DEF-00000384,INS-0000867,AST-TSV-POL-003446,access_blocked,high,2025-01-14,2025-05-14,open,44.4,51.0
DEF-00000385,INS-0000868,AST-TSV-POL-004372,vegetation_clearance,low,2025-12-09,2026-04-02,open,21.2,39.0
DEF-00000386,INS-0000868,AST-TSV-POL-004372,leaning_pole,medium,2025-12-09,2026-06-07,open,31.0,13.0
DEF-00000387,INS-0000870,AST-MKY-TRA-003200,conductor_sag,medium,2025-09-22,2026-02-26,planned,31.5,34.1
DEF-00000388,INS-0000871,AST-CQI-SWI-004936,crossarm_corrosion,medium,2026-05-12,2026-10-03,planned,9.3,6.9
DEF-00000389,INS-0000882,AST-TSV-SWI-004350,lightning_damage,medium,2025-11-26,2026-03-05,open,45.8,30.3
DEF-00000390,INS-0000883,AST-MKY-POL-002523,conductor_sag,medium,2026-03-23,2026-07-15,open,9.4,1
DEF-00000391,INS-0000891,AST-SEQ-POL-001992,lightning_damage,high,2025-09-14,2026-01-06,closed,39.6,52.3
DEF-00000392,INS-0000898,AST-TSV-POL-004335,lightning_damage,low,2025-05-10,2025-05-23,planned,12.7,20.2
DEF-00000393,INS-0000898,AST-TSV-POL-004335,insulator_damage,medium,2025-05-10,2025-06-16,open,31.8,31.3
DEF-00000394,INS-0000901,AST-MKY-REC-002867,leaning_pole,high,2025-10-25,2025-12-11,deferred,32.0,53.3
DEF-00000395,INS-0000908,AST-SEQ-CON-000637,flood_damage,low,2026-01-07,2026-03-04,planned,40.0,14.9
DEF-00000396,INS-0000909,AST--RW-POL-006230,vegetation_clearance,medium,2025-12-26,2026-04-14,planned,15.6,33.3
DEF-00000397,INS-0000913,AST-SEQ-POL-001225,oil_leak,critical,2025-08-17,2025-11-03,planned,48.1,49.1
DEF-00000398,INS-0000915,AST-TSV-RIN-003365,access_blocked,high,2025-07-23,2025-08-29,planned,59.2,36.6
DEF-00000399,INS-0000915,AST-TSV-RIN-003365,lightning_damage,high,2025-07-23,2025-08-21,closed,45.3,58.8
DEF-00000400,INS-0000917,AST-CQI-POL-004981,flood_damage,critical,2025-02-10,2025-06-11,open,38.3,63.9
DEF-00000401,INS-0000918,AST-TSV-POL-003789,leaning_pole,critical,2025-05-16,2025-07-22,open,49.5,51.3
DEF-00000402,INS-0000919,AST-SEQ-POL-001298,termite_damage,high,2025-09-15,2026-02-12,open,48.2,56.8
DEF-00000403,INS-0000920,AST-MKY-TRA-003168,lightning_damage,low,2025-12-25,2026-06-03,planned,7.8,7.2
DEF-00000404,INS-0000921,AST-SEQ-TRA-000501,termite_damage,high,2025-12-19,2026-05-04,deferred,52.2,47.6
DEF-00000405,INS-0000924,AST-SEQ-TRA-001372,flood_damage,low,2026-01-27,2026-02-03,open,51.3,25.4
DEF-00000406,INS-0000927,AST-TSV-POL-004733,vegetation_clearance,high,2025-05-08,2025-06-06,open,46.0,47.9
DEF-00000407,INS-0000928,AST--RW-POL-007582,oil_leak,low,2025-06-29,2025-11-29,open,28.9,29.8
DEF-00000408,INS-0000928,AST--RW-POL-007582,leaning_pole,medium,2025-06-29,2025-10-11,deferred,22.0,32.5
DEF-00000409,INS-0000945,AST-CQI-POL-005991,insulator_damage,high,2024-12-06,2025-02-28,planned,33.3,58.3
DEF-00000410,INS-0000951,AST-CQI-POL-005596,crossarm_corrosion,medium,2025-09-17,2025-11-06,planned,38.8,39.4
DEF-00000411,INS-0000951,AST-CQI-POL-005596,insulator_damage,low,2025-09-17,2025-11-28,planned,22.0,25.6
DEF-00000412,INS-0000952,AST-MKY-POL-002932,termite_damage,medium,2026-05-10,2026-10-26,open,40.1,32.1
DEF-00000413,INS-0000952,AST-MKY-POL-002932,conductor_sag,critical,2026-05-10,2026-07-23,closed,37.1,42.5
DEF-00000414,INS-0000954,AST--RW-POL-007203,crossarm_corrosion,critical,2026-04-29,2026-10-15,open,25.9,37.3
DEF-00000415,INS-0000961,AST-TSV-POL-003456,lightning_damage,medium,2025-11-02,2026-04-21,planned,12.6,52.9
DEF-00000416,INS-0000962,AST--RW-TRA-007540,vegetation_clearance,critical,2025-08-02,2026-01-19,planned,35.9,64.4
DEF-00000417,INS-0000963,AST-CQI-TRA-006045,vegetation_clearance,medium,2026-03-28,2026-07-26,open,12.2,32.0
DEF-00000418,INS-0000964,AST-TSV-POL-004265,lightning_damage,medium,2026-04-13,2026-07-24,open,41.7,11.0
DEF-00000419,INS-0000967,AST-CQI-TRA-005470,flood_damage,low,2025-01-27,2025-06-25,open,15.3,35.1
DEF-00000420,INS-0000971,AST-CQI-TRA-005643,lightning_damage,medium,2025-08-02,2025-09-08,planned,15.1,31.2
DEF-00000421,INS-0000972,AST--RW-CON-006584,vegetation_clearance,high,2025-12-16,2026-02-14,closed,37.4,37.8
DEF-00000422,INS-0000973,AST-SEQ-RIN-001658,crossarm_corrosion,high,2025-01-05,2025-05-01,open,63.5,43.8
DEF-00000423,INS-0000974,AST-SEQ-SWI-000035,access_blocked,medium,2025-01-11,2025-05-30,open,33.6,14.2
DEF-00000424,INS-0000975,AST-SEQ-POL-000165,leaning_pole,medium,2024-12-13,2024-12-21,planned,24.1,21.7
DEF-00000425,INS-0000976,AST-TSV-POL-004284,flood_damage,low,2026-02-23,2026-04-28,open,24.0,11.5
DEF-00000426,INS-0000982,AST-TSV-TRA-004432,leaning_pole,high,2026-01-23,2026-07-19,open,43.9,53.7
DEF-00000427,INS-0000982,AST-TSV-TRA-004432,vegetation_clearance,medium,2026-01-23,2026-04-06,open,36.4,17.8
DEF-00000428,INS-0000984,AST--RW-POL-006862,oil_leak,low,2025-03-02,2025-03-25,closed,24.0,45.7
DEF-00000429,INS-0000988,AST-TSV-POL-003341,insulator_damage,medium,2025-11-22,2026-04-28,open,26.0,37.0
DEF-00000430,INS-0000993,AST-CQI-POL-006030,insulator_damage,medium,2026-01-11,2026-04-05,open,25.6,7.9
